Choices,Label,Res 1,Pred 1,Res 2,Pred 2,Res 3,Pred 3,Res 4,Pred 4,Res 5,Pred 5
"['Tell his sister to clean up the mess right now', 'Ask his sister to clean up the mess as soon as she has the time', 'Clean up the mess himself and not mention it to his sister', 'Assume that his sister will clean it later']",1,C,2,C,2,C,2,C,2,C,2
"[""Don't buy the items"", 'Introduce a new system for grocery shopping and sharing costs', 'Tell her housemates she has a problem with this', 'Hide her own personal store of items from the others']",1,C,2,C,2,C,2,C,2,C,2
"['Contact her close relatives for information and support', 'Try not to think about it, and go on with her daily life as best she can', 'Buy the first ticket back to her hometown', 'Isolate herself from her family and try to control her emotions on her own']",0,d,3,d,3,d,3,d,3,d,3
"['Tell her sister-in-law these comments upset her', 'Get a new babysitter', 'Be grateful her house is being cleaned for free', 'Tell her only to baby-sit, not to clean.']",0,d,3,d,3,d,3,d,3,d,3
"['Tell his father he is completely wrong', 'Prove him wrong by working hard to succeed at the new job', 'Think of the positives of the new job', ""Ignore his father's comments.""]",1,b,1,b,1,b,1,b,1,b,1
"['Forget about Dara', 'Spend time with other friends, keeping herself busy', 'Think that Dara and her partner will return soon', 'Make sure she keeps in contact through email, phone or letter writing.']",3,d,3,d,3,d,3,d,3,d,3
"['Realize that he is growing up and might not want to spend so much time with his family anymore', 'Make plans to drop by and visit him in person and have a good chat', 'Understand that relationships change, but keep calling him from time to time', 'Be upset about it, but realize there is nothing she can do.']",2,d,3,d,3,d,3,d,3,d,3
"['Advise his friend to talk to his wife about this matter', 'Start gradually moving away from his friend due to his character', 'Encourage his friend to talk to a relationship counselor', 'Secretly discuss this matter with his friend’s wife about this']",2,d,3,d,3,d,3,d,3,d,3
"['Let Maya figure things out in her own time', 'Offer to take some of the project workload off her', ""Suggest she move on from her ex-boyfriend quickly, as it's affecting her work"", 'Help her find resources to deal with a breakup and keep an open line of communication.']",3,d,3,d,3,d,3,d,3,d,3
"['""I\'m so happy and excited for you!""', '""Oh my god, what\'s wrong?""', '""Please don\'t cry, I know it\'s hard""', '""I can\'t believe it, we should call our parents with the happy news""']",1,B,1,B,1,B,1,B,1,B,1
"['""You should drink more hot water and stay hydrated""', '""I will take care of you during this time""', '""You always have these stomachaches, go see a doctor""', '""I\'m sorry to hear that, that must be awful""']",1,d,3,d,3,d,3,d,3,d,3
"['""You should have probably spent more time studying.""', '""The college entrance examination is not everything. Your future is in your hands.""', '""We can study hard together and pass the exam together next time.""', '""Don\'t be discouraged. Analyze the reasons and work hard to improve next time, and you will definitely achieve better results.""']",1,c,2,c,2,c,2,c,2,c,2
"['""Oh no! you can always get another dog!""', '""I am sure your dog was happy that you are his owner""', '""I\'m here for you, you should try to move on quickly""', '""You had a good run with him, focus on the future now""']",1,d,3,d,3,d,3,d,3,d,3
"['""I can understand how that would feel. Do you want to try not eating?""', '""I\'m so sorry to hear that, you wanna grab some ice cream to cheer up?""', '""How about we start working out together?""', '""Carrying some extra weight is not the end of the world""']",2,C,2,C,2,C,2,C,2,C,2
"['""You can always call her when both of you are free""', '""Let\'s support her and her life decision""', '""That\'s really hard, I\'m here if you need to talk about it""', '""Maybe, it\'s for the best. You never know""']",0,c,2,c,2,c,2,c,2,c,2
"['""Maybe driving is just not your thing""', '""Don\'t worry, just keep practicing and you\'ll pass next time""', '""Learn from your mistakes and you can pass it one day""', '""You can always ride a public transport""']",1,b,1,b,1,b,1,b,1,b,1
"['""It\'s a normal reaction since taking care of kids is hard. Remember to take care of yourself too""', '""Maybe you should hire a nanny to help""', '""Being a parent is hard and it\'s okay to feel tired. You\'re not doing a great job even if you feel like it right now""', '""You should talk to other dads, they probably feel the same""']",0,c,2,c,2,c,2,c,2,c,2
"['""You should take your responsibility of your actions""', '""It\'s alright, such things happen. Next time be more cautious""', '""I don\'t think that\'s quite the right thing to do""', '""It\'s okay! I would be nervous too if I were you""']",0,C,2,C,2,C,2,C,2,C,2
"['""Happiness comes from others and we need relationships to be happy""', '""I\'m sorry to hear that, have you considered talking to your boyfriend about this?""', '""I\'m here for you, you are not alone""', '""I\'m sure you will get into a relationship soon too""']",2,C,2,C,2,C,2,C,2,C,2
"['""If you find yourself unhappy and stressed, maybe you should find a different job""', '""Take a break from work and go on a vacation""', '""I can see that you\'re really stressed, let\'s talk about it. Maybe we can figure things out together""', '""That\'s adulting. It hits hard""']",2,C,2,C,2,C,2,C,2,C,2
"['""Do you think that some lines could be a bit thinner?', '""Amazing! Do you want to learn from my friends who actually paint well?', '""I think you will improve more if you keep practicing""', '""Woah! This is the best painting I have ever seen""']",2,b,1,b,1,b,1,b,1,b,1
"['""I think you are wrong here. You shouldn\'t cheat""', '""If you are unhappy with your relationship, I\'m sure he will understand""', '""I think you should be honest and tell him about it""', '""Let\'s pretend this never happened""']",2,C,2,C,2,C,2,C,2,C,2
"['""Remember that you have options in your hands. Do what feels right for you""', '""Don\'t worry, you\'re not alone. We will figure this out together""', '""I think you should discuss this with the baby\'s father""', '""Don\'t worry! I feel the same way when I was with you. Every expecting mothers feel this way.""']",1,c,2,c,2,c,2,c,2,c,2
"['""Him passing away is your chance to escape, and I will always support you, no matter what you need.""', '""Don\'t worry, you can talk to me, I will always be here to support you.""', '""I express my condolences to your experience. Sorry, I hope you can find peace and support.""', '""You must be feeling very complicated, find a counselor to talk to""']",1,C,2,C,2,C,2,C,2,C,2
"['""It\'s not the end of the world, a few drinks a week won\'t hurt you""', '""I think you need to cut down on drinking""', '""I appreciate you sharing this with me, let\'s work it out together""', '""I appreciate you sharing this with me, let\'s work it out together in a bar nearby""']",2,C,2,C,2,C,2,C,2,C,2
"['""Do you wanna try some new hobbies together?""', '""You must get out, you are always inside the house""', '""Oh, I\'m sorry you\'re feeling like this""', '""You need to push through, everyone feels down sometimes.""']",0,C,2,C,2,C,2,C,2,C,2
"['""Don\'t be afraid, we can explore together how to embrace to this new role.""', '""Don\'t worry, you are not alone. We will figure this out together.""', '""I think you should discuss this with the father of your child.""', '""I can\'t believe you would put yourself in this situation.""']",1,C,2,C,2,C,2,C,2,C,2
"['""You should have saved more when you had the job""', '""You should have told us sooner. ""', '""We are truly sorry for your situation but we know you can make it""', '""We can lend you some money until you get back on your two feet""']",3,C,2,C,2,C,2,C,2,C,2
"['“You should choose the field that suits you best”', '“We can discover our shortcomings by comparing ourselves and working on those”', '“You are doing a great job, it’s amazing! Just be yourself”', '“I think this feeling is normal. But don’t let it eat you up.”']",1,C,2,C,2,C,2,C,2,C,2
"['""I think you should have a heart-to-heart discussion with mom and figure out the next step""', '""Divorce her, she isn\'t worth your time""', '""Do what you think it\'s right for you dad. I am here to support you""', '""Are you sure? Maybe you are misunderstanding her""']",0,C,2,C,2,C,2,C,2,C,2
"['""I think you need to take better care of your skin""', '""Your value is not defined by how clear and flawless your skin is. Work on your personality""', '""I am sorry to hear that. I like you because of your personality, not your skin, but not all people are the same""', '""I can share my skincare tips with you to help with the acne""']",3,B,1,B,1,B,1,B,1,B,1
"['""I think you should reassess your workout routine and potentially make some adjustments.""', '""I think you need to be patient and keep working out""', '""I think you should look at your progress and how far you have come""', '""Maybe you need to push yourself more""']",2,b,1,b,1,b,1,C,2,b,1
"['""Life is full of rejection. This won\'t be the last time""', '""That\'s okay! Don\'t give up because of one hurdle, that\'s a weak mindset""', '""I think you are doing great! You can learn from your mistakes and create a better proposal""', '""I know it\'s tough. Don\'t worry, it\'s better than failing your defense, so be careful about that""']",2,C,2,C,2,C,2,C,2,C,2
"['""It\'s just a game, son. Don\'t worry about it""', '""Losses teach us important lessons about life. Maybe you need a better team.""', '""Well, you should have played better. We can\'t change the outcome now.""', '""It\'s ok, son. We need to train harder for next time.""']",3,d,3,d,3,d,3,d,3,d,3
"['""Mom, you need to stand up for yourself and fight back""', '""I completely understand. I\'m sure you can figure it out and I\'m here to support you""', '""That\'s not fair to you mom, you should talk to him about it""', '""I don\'t like it when you guys argue, tell him to be more mature""']",2,b,1,b,1,b,1,b,1,b,1
"['Work harder to compensate', 'Get angry with the workmate', 'Explain the urgency of the situation to the workmate', 'Never rely on that workmate again']",2,C,2,C,2,C,2,C,2,C,2
"[""Accept that she is gone and it's time for new friendships"", 'Wait for Alexa to contact her so they can catch up and make new friends', 'Contact Alexa and arrange to catch up, but also make friends with her replacement', 'Spend time getting to know the other people in the office to move on faster']",2,C,2,C,2,C,2,C,2,C,2
"['Suggest that she find someone else if she is not satisfied with his work', 'Take a break to calm down and ask their supervisor for specific feedback', 'Apologize to Trudy for any shortcomings in his work and ask for specific feedback', 'Take a break and discuss the issue later when both are calm']",3,C,2,C,2,C,2,C,2,C,2
"[""Don't worry about it"", 'Tell the other team they must re-do their work', 'Tell the project manager about the situation', ""Re-do the other team's work to get it up to scratch""]",2,C,2,C,2,C,2,C,2,C,2
"['Come up with a reason to skip working the new shifts', 'See if there is some reasonable explanation for the shift changes', 'Control his emotions and find out if there is a random explanation for the shift changes', 'Accept the changes and do the shifts']",1,d,3,d,3,d,3,d,3,d,3
"['Confront the waitress about the disrespectful service', 'Leave the restaurant and find a more respectful place to eat', 'Ignore the profanities and enjoy her meal, as she expected this type of behavior', 'Secretly mention to the waitress how this behavior is making her feel uncomfortable']",2,B,1,B,1,B,1,B,1,B,1
"['Start making personal calls at work too', 'Report the situation to his supervisor', 'Give hints to the colleague on workplace etiquette', 'Avoid the situation by changing his workstation']",2,b,1,b,1,b,1,b,1,b,1
"['Formally discuss with her issues with human resources', 'Try to ignore the unfair treatment', 'Start looking for a new job', 'Document instances of unfair treatment and talk to human resources']",2,d,3,d,3,d,3,d,3,d,3
"['Leave the colleague alone and let her take care of her emotions', 'Approach her, trying to comfort her regardless of what she says', ""Discuss with others and guess what the colleague's problem is"", 'Ensure her that she is not alone and has her support']",3,d,3,d,3,d,3,d,3,d,3
"['Ask the HR department to mediate a reconciliation between the two', 'Ignore the situation as they should find a way to fix their problem', 'Call a team meeting to discuss workplace civility', 'Confront the two team members individually to understand their perspectives']",3,d,3,d,3,d,3,d,3,d,3
"['Offer to help his new classmate with English after class', 'Avoid involving him in group projects due to the complications', 'Speak to the teacher about the situation', 'Try to learn a new language']",0,c,2,c,2,c,2,c,2,c,2
"['Privately offer her some help and support', 'Reveal her situation to the team for better understanding', 'Talk to the boss about the situation', 'Ask her nicely to deal with her personal problems outside office hours']",0,d,3,c,2,c,2,c,2,c,2
"['Focus on his own work', 'Give his colleague advice on work-life balance', ""Allocate his colleague's tasks to himself to reduce his workload"", ""Offer to do some of the colleague's work so he can take more breaks""]",1,d,3,d,3,d,3,d,3,d,3
"['Try to avoid being disturbed by her', 'Communicate with her privately and suggest that she change her behavior', 'Politely tell the classmate how her behavior affects other students', 'Give feedback to the teacher']",2,C,2,C,2,C,2,C,2,C,2
"['Address the issue directly with her colleague', 'Ignore the situation and continue sharing ideas', 'Publicly take credit for her ideas in the next meeting', 'Stop sharing ideas during the team meetings and talk to the supervisor directly']",0,a,0,a,0,a,0,a,0,a,0
"['Ignore the problem and fix the mistake yourself', 'Confront others and tell them they must fix the mistake themselves', 'Enthusiastically help fix the mistake to ensure the quality of the work', 'Contact someone on another team and point out their mistake and ask them to correct it']",3,C,2,C,2,C,2,C,2,C,2
"['Reprimand the employee for making such accusations', 'Ignore the accusation as it is not important', 'Explain that malfunctions were not his fault', 'Accept his mistake and apologize to the employee']",2,c,2,c,2,c,2,c,2,c,2
"['Show empathy and understanding as she is probably apologetic for being late', 'Put things in perspective - it is not the end of the world', 'Ask for an explanation of her lateness', 'Argue with her that this is not acceptable']",2,C,2,C,2,C,2,C,2,C,2
"['Although he may be bad at sports, remember he is good at other things', 'Forget about it and leave the team', 'Do some extra training to try and improve', 'Discuss with his teammates and ask for explanations']",2,d,3,d,3,d,3,d,3,d,3
"['Talk to his boss and express his concern about others being assigned the task', 'Do good work so that he will be given the complex tasks in future', 'Ask his boss to give the job to him', 'Not worry about this unless it happens again']",1,d,3,d,3,d,3,d,3,d,3
"['Talk to her friends or workmates about it', 'Ignore the incident and move on to her next task', 'Calm down by taking deep breaths or going for a short walk', 'Think that she has been successful in the past and this client being difficult is not her fault.']",3,d,3,d,3,d,3,d,3,d,3
"['Reach out to Blair and ask if she needs support', 'Find a new cafe and socialize with other coworkers', ""Don't worry about it, ignore the changes and let Blair be"", 'Invite Blair again, maybe rescheduling for another time']",2,d,3,d,3,d,3,d,3,d,3
"['Explain the lack of resources to her boss or to management', 'Learn that she should plan ahead for next time', 'Document the lack of resources in her progress report', ""Don't worry about it.""]",2,c,2,c,2,c,2,c,2,c,2
"['Think about the unfairness of the situation', 'Accept the warning and be careful not to go in restricted areas from now on', ""Explain that she didn't know it was restricted"", 'Take a few deep breaths and calm down about it.']",2,b,1,b,1,b,1,b,1,b,1
"['Divide the tasks among the remaining group members', 'Confront the other teammates directly about this lack of involvement instead', 'Report the situation to the professor and ask for suggestions', 'Avoid working with the teammate in future group projects']",2,c,2,c,2,c,2,c,2,c,2
"['""While it\'s daunting, I think owning your mistakes would be the best course to take""', '""You should have been more careful""', '""Did you double check your report before submitting?""', '""I think we need to inform our supervisor. Maybe you can get a chance to fix it""']",3,d,3,d,3,d,3,d,3,d,3
"['""I think you should leave personal problems behind while at work""', '""I think things will get better for you soon, be confident.""', '""That sounds really tough. Do you want to talk about it?""', '""Oh no! Have you considered taking a break to escape?""']",2,C,2,C,2,C,2,C,2,C,2
"['""That must be so hard! I\'m sorry to hear that.""', '""I think everyone goes through this at some point, cheer up!""', '""Let\'s figure it out together and continue to work together in the future.""', '"" I think you\'ve done a good enough job, I don\'t understand why the supervisor is so mean.""']",0,c,2,c,2,c,2,c,2,c,2
"['""That\'s unfair to the team and you should have communicated this beforehand""', '""I appreciate your generous gesture but you should have discussed it with the team beforehand""', '""This is not what a team does. Everyone should have equal chances to play""', '""It\'s not right to make decisions that can impact everyone\'s performance, we\'re in this together.""']",1,d,3,d,3,d,3,d,3,d,3
"['""I think you need to have better time management""', '""Please do not repeat the same mistake the next time""', '""Can you go back and bring the crucial documents?""', '""Everyone makes mistakes. Let\'s see how we can work around it.""']",3,c,2,c,2,c,2,c,2,c,2
"['""You should improve on the parts he criticized.""', '""I am here with you! Let\'s improve together!""', '""I\'m really sorry that you\'re dealing with this. Do you need anything?""', '""He just wants you to be better at your job.""']",1,C,2,C,2,C,2,C,2,C,2
"['""I think you should have started studying sooner""', '""It\'s okay, I\'m sure we will pass just fine""', '""We all struggle sometimes. Would studying together help?""', '""This class is tough for everyone, you\'re not the only one""']",2,C,2,C,2,C,2,C,2,C,2
"['""I think you need to have an open discussion about your feelings""', '""I think you can work on the parts he criticized and improve the idea""', '""That sounds awful! Don’t mind about the criticism""', '""I think you need to discuss to clarify any misunderstandings""']",3,d,3,d,3,d,3,d,3,d,3
"['""That\'s not right! I will tell the teacher about you cheating on the test""', '""I can help you find some extra classes to better understand the material.""', '""I don\'t think cheating is the answer to the problem. You need to find a better study strategy.""', '""Do you need help? We can cheat on the next test together.""']",2,c,2,c,2,c,2,c,2,c,2
"['""I think you need to act more responsibly""', '""I think classes are really important and you shouldn\'t miss those""', '""Here are the things I\'ve done. Feel free to copy them.""', '""You can talk to the professor and ask for extensions for the assignments""']",3,c,2,c,2,c,2,c,2,c,2
"['""Please prioritize your work and start managing your time better""', '""We need to work together as a team so please communicate it with us if you have troubles""', '""We will remove you from the team if you keep this up""', '""Is it difficult for you to do your own tasks?""']",1,c,2,c,2,c,2,c,2,c,2
"['""That sounds tough. I think you are overthinking and worrying over something trivial.""', '""I am sorry to hear that! I am here for you!""', '""I understand your concerns, let\'s see how we can make the team more inclusive""', '""Have you considered talking about this to our manager?""']",2,C,2,C,2,C,2,C,2,C,2
"['""You should drink more hot water and stay hydrated""', '""I will take care of you during this time""', '"" You should take some medications and try to get some rest today""', '""I\'m sorry to hear that, that must be awful""']",1,d,3,d,3,d,3,d,3,d,3
"['""No problem, let\'s discuss and resolve the misunderstanding between us""', '""Let\'s submit this matter to the management and see what they think""', '""I understand how you feel and I think maybe you should clarify your point of view""', '""You should choose your words more carefully next time you speak""']",0,c,2,c,2,c,2,c,2,c,2
"['""It\'s not right, you should find someone else""', '""I can introduce you to some male friends that I have. Maybe that can help you find a potential partner""', '""You know, having feelings for someone is normal, but it\'s important to consider the consequences""', '""Should I talk to our boss about your feelings?""']",2,c,2,c,2,c,2,c,2,c,2
"['""I think you\'re being quite unprofessional""', '""I\'m here for you. Do you want to visit a therapist?""', '""It\'s alright! Take a deep breath before continuing.""', '“Let another person present first. You can do it another time.""']",2,c,2,c,2,c,2,c,2,c,2
"['""You won\'t be lonely as long as I\'m here""', '""I can introduce you to some other neighbors""', '""It sounds really sad to be so lonely""', '""I think adopting a dog would help""']",1,c,2,c,2,c,2,c,2,c,2
"['""Do you want to hang out together this Saturday?""', '""That sounds hard, I\'m sorry to hear that""', '""I think you need to ask them out yourself""', '""I think it\'s better if you changed your attitude, that way people would like you more""']",0,b,1,b,1,b,1,b,1,b,1
"['""Complaining won\'t change anything""', '""How about talking to the boss about this?""', '""Maybe we just need to work harder""', '""I think we need to adapt to a different management style""']",1,b,1,b,1,b,1,b,1,b,1
"['""I know how you feel, my mom passed away too""', '""Time will heal the wounds. Hope you get to enjoy this lunch.""', '""I\'m so sorry for your loss, I\'m here if you need anything""', '""Will you be taking days off to attend her funeral?""']",2,C,2,C,2,C,2,C,2,C,2
"['""I\'m sorry to hear that. I\'m here to support you in any way you need. Would you like to take some of my sales for next month?""', '""That\'s unfortunate, maybe your strategy is not good to meet your target""', '""I understand your frustration. Is there any way I could assist you?""', '""That\'s alright! I think if you try to work harder, you can meet your target.""']",2,C,2,C,2,C,2,C,2,C,2
"['""I should\'ve reminded you to back up your work""', '""That must be so frustrating for you! Maybe you can ask an IT technician if they can help""', '""You can just rewrite it""', '""It\'s your fault that you did it on a public computer""']",1,b,1,b,1,b,1,b,1,b,1
"['""I think it\'s better to focus on work to shift your attention away from her""', '""I never liked her anyways, you deserve better""', '""She doesn\'t deserve a person as good as you""', '""I\'m really sorry to hear that. This must be hard on you, want to talk about it?""']",3,d,3,d,3,d,3,d,3,d,3
"['""I can help you prepare for next time so you can get a grade like mine""', '""I know you put in a lot of effort for this exam, you just got unlucky""', '""Exams aren\'t everything, I hope you don\'t worry about it""', '""Don\'t worry, let\'s work hard together next time and strive to achieve better results""']",3,d,3,d,3,d,3,d,3,d,3
"['I think that you can get welfare and search for related resources.""', '""Oh, no, I\'m sorry to hear that, it must be very disappointing.""', '""I\'m sorry to hear that, It’s okay to believe in your abilities and take the time to get through this difficult time.”', '“This is not your fault, it’s just the economic environment. I can help you prepare to find a new job.”']",3,C,2,C,2,C,2,C,2,C,2
"['Nothing, it will sort itself out soon enough', 'Tell his family he feels left out', 'Spend time only listening', 'Reflect that relationships can sometimes be fickle']",1,d,3,d,3,d,3,d,3,d,3
"['Regret applying for this job when he didn’t want to leave', 'Plan systematic contact methods, such as regular phone calls or emails every week', 'Spend more time on work related to the new position to prepare for his new position', 'Help his wife find a job in the other country, convince her to quit her job and move with him']",1,d,3,d,3,d,3,d,3,d,3
"[""Find out as much as he can about the procedure and consider what's the worst that could happen"", ""Party with his friends so he doesn't think about the impending surgery"", 'Talk to his family to get comfort about passing away', 'Talk to his doctor about what will happen']",3,d,3,d,3,d,3,d,3,d,3
"['Play some interactive games with Kevin to warm up their relationship', 'Realize it was time to give up on this friendship and move on', 'Understand that people will change. So move on and keep the good times in memories', 'Try to communicate with Kevin']",2,d,3,d,3,d,3,d,3,d,3
"['Talk to friends or relatives to ease his worries', 'Try to calm down, perhaps go for a short walk or meditate', 'Prepare ahead of time so he has everything he needs available', ""Accept that things aren't going to be perfect""]",2,C,2,C,2,C,2,C,2,C,2
"['Quit her job and give up this position', 'Wait until she has been around long enough and use this experience to get a promotion', 'Accept the rules and prove herself with strength', 'Ask management if they can make exceptions']",3,C,2,C,2,C,2,C,2,C,2
"['Keep her situation secret from her parents', 'Discuss her anxiety with her parents and ask for their understanding', 'Gain confidence and not be anxious by talking to other people', 'Pretend that everything is normal and things will get better']",1,b,1,b,1,b,1,b,1,b,1
"['Adjust her mentality and try to concentrate at work', 'Open up to a trusted good friend to share her feelings', 'Try to find a partner in the same place to avoid long-distance issues', 'Realize her mistake and discuss with her ex to get back together so she can regain her focus']",1,d,3,d,3,d,3,d,3,d,3
"['Try to solve her own problems on her own', 'Try to be honest with her parents about the problems she is facing', 'Start looking for a non-profit therapist', 'Openly discuss her decision to receive therapy with her family and friends']",3,d,3,d,3,d,3,d,3,d,3
"['Discuss her feelings with her boyfriend', 'Avoid the other person to let the feelings dissipate', 'Breakup with her boyfriend without explanation to avoid judgment', 'Discuss and seek advice from her boyfriend']",0,d,3,d,3,d,3,d,3,d,3
"['Confront her sister about her spending habits', 'Assist in finding her sister a job and work together', 'Keep lending money to her sister and work harder', 'Tell her sister she can no longer lend her money']",1,d,3,d,3,d,3,d,3,d,3
"['Distract himself through work or hobbies and not think about his feelings', 'Break up with his girlfriend and bear the loneliness', 'Try to find a new partner before breaking up', 'Spend time with friends and family, leaning on their support']",3,b,1,b,1,b,1,b,1,b,1
"['Propose to his girlfriend and hope they approve', 'Hide the proposal to keep the peace with his family', 'Discuss his intentions with her parents first', 'Break up with her to avoid potential conflict with parents']",2,c,2,c,2,c,2,c,2,c,2
"['Keep it to himself as he knows it would hurt his wife', 'Tell his wife immediately without considering her feelings', ""Ask for a divorce so she doesn't have to go through the pain"", 'Look for an appropriate time and have a deep discussion on the matter']",3,d,3,d,3,d,3,d,3,d,3
"['Openly communicate his problem with the other person and discuss marriage', 'Try to work on his emotions and fears by himself to become a better partner without this fear', 'Open up to the other person about this fear and seek comfort', 'Open up to his close friends and ask for their support']",2,C,2,C,2,C,2,C,2,C,2
"['Reveal his past to their mutual friend and discuss their break up', ""Approach her friend's boyfriend and confront him about his past"", ""Decide to keep quiet and not interfere in her friend's relationship"", 'Make sure he does not cheat by monitoring him']",2,C,2,C,2,C,2,C,2,C,2
"['Try to handle everything and not bother her fiancé', 'Postpone the wedding to a later date so she can prepare more', 'Discuss and divide responsibilities with her fiancé', 'Go through with the wedding as she always dreamed of it']",2,C,2,C,2,C,2,C,2,C,2
"['Have a discussion with her friends and explain her viewpoints', ""Read into her friend's political viewpoints and try to understand and adopt them"", 'Try to disengage from any political conversations when talking with her friends', 'Ask her friends to share their opinions and have a conversation about it']",3,d,3,d,3,d,3,d,3,d,3
"['Wait until the situation improves to propose', 'Express his concerns and feelings to his girlfriend', 'Propose to her girlfriend and figure things out after marriage', 'Break up with his girlfriend and focus on his future']",1,d,3,d,3,d,3,d,3,d,3
"['Apologize to her friend and explain how she only used hurtful words as a defense mechanism', ""Ask for a conversation to discuss how each person's action led to the issues"", 'Ask for a conversation to discuss their feelings', 'Ask for a conversation to discuss their feelings while trying to find new friends']",2,b,1,b,1,b,1,b,1,b,1
"['Start ignoring all arguments', 'Express her feelings to her boyfriend', 'Break up with him and find a more understanding partner', 'Practice patience and address the difficulties only when the argument phase passes']",1,d,3,d,3,d,3,d,3,d,3
"['Confront both his girlfriend and his best friend about the issue', 'Cut ties with both his girlfriend and best friend immediately', ""Pretend like this didn't happen and continue life as normal"", 'Seek guidance from other trustworthy friends or family members']",3,b,1,b,1,b,1,b,1,b,1
"['Find a new partner in her city', 'Try to plan more activities together online', 'Demand her partner to move closer', 'Keep feelings to herself and hope it gets better']",1,d,3,d,3,d,3,d,3,d,3
"['Urgently tell her boyfriend everything', 'Not tell him anything until she feels that he can handle it', 'Discuss her illness with a close friend first to get guidance', 'Break up with her boyfriend before telling him to avoid potential heartbreak']",2,c,2,c,2,c,2,c,2,c,2
"['Start exercising daily to get his mind off of the breakup', 'Start going out more and make new friends', 'Find a therapist to help cope with his feelings', 'Start taking medication to help with his sadness and loneliness']",0,c,2,c,2,c,2,c,2,c,2
"['""This is unfair, you always do this!""', '""That\'s alright, work is definitely more important""', '""I understand, I wished you cared more about me""', '""I understand, it\'s unfortunate but we can always celebrate some other time""']",3,d,3,d,3,d,3,d,3,d,3
"['""You don\'t eat and that\'s why you are skinny! You should start eating more""', '""That\'s tough! Well, just do what you think it\'s the best for you.""', '""I think we should find a professional to talk to""', '""Let\'s go to a nice place. We can find something nice for you to eat""']",2,C,2,C,2,C,2,C,2,C,2
"['""You always choose work over our plans""', '""This is disappointing, but I don\'t understand why work is a priority sometimes""', '""I completely understand, It seems our plans are not a priority for you""', '""I completely understand, work can be demanding at times""']",3,C,2,C,2,C,2,C,2,C,2
