Choices,Label,Res 1,Pred 1,Res 2,Pred 2,Res 3,Pred 3,Res 4,Pred 4,Res 5,Pred 5
"['不再买这些东西', '提出一个新的购物分担费用的系统', '告诉室友她对这件事情有意见', '把自己的私人存货藏起来，不让其他人用']",1,"Okay, I'll provide the answer.
The most effective action for Gloria in this situation is (b): Propose a new shopping expense sharing system.",1,"Okay, I'll provide the answer.
The most effective action for Gloria in this situation is (b): Propose a new shopping expense sharing system.",1,"Okay, I'll provide the answer.
The most effective action for Gloria in this situation is (b): Propose a new shopping expense sharing system.",1,"Okay, I'll provide the answer.
The most effective action for Gloria in this situation is (b): Propose a new shopping expense sharing system.",1,"Okay, I'll provide the answer.
The most effective action for Gloria in this situation is (b): Propose a new shopping expense sharing system.",1
"['联系她的近亲了解情况并寻求支持', '尽量不去想它，尽自己最大努力继续日常生活', '买最早的机票回家乡', '与家人隔离，试图独自控制自己的情绪']",0,The correct answer is (a): Contact her close relatives to learn about the situation and seek support.,0,The correct answer is (a): Contact her close relatives to learn about the situation and seek support.,0,The correct answer is (a): Contact her close relatives to learn about the situation and seek support.,0,The correct answer is (a): Contact her close relatives to learn about the situation and seek support.,0,The correct answer is (a): Contact her close relatives to learn about the situation and seek support.,0
"['告诉她的嫂子这些评价让她难过', '找一个新的保姆', '感谢她免费打扫房子', '告诉她嫂子只照顾孩子，不要打扫']",0,（d） notify her stepmother that she should focus on taking care of the children and not worry about cleaning the house.,3,（d） notify her stepmother that she should focus on taking care of the children and not worry about cleaning the house.,3,（d） notify her stepmother that she should focus on taking care of the children and not worry about cleaning the house.,3,（d） notify her stepmother that she should focus on taking care of the children and not worry about cleaning the house.,3,（d） notify her stepmother that she should focus on taking care of the children and not worry about cleaning the house.,3
"['告诉他的父亲他完全错了', '通过努力在新工作中取得成功来证明他错了', '想想新工作的积极方面', '忽略他父亲的评论']",1,(c)?,2,(c)?,2,(c)?,2,(c)?,2,(c)?,2
"['忘记达拉', '把时间花在其他朋友身上，让自己忙起来', '想想达拉和她的伴侣很快就会回来', '确保她通过电子邮件，电话或写信保持联系']",3,d,3,d,3,d,3,d,3,d,3
"['意识到他正在长大，可能不想再花那么多时间和家人在一起', '制定计划，亲自拜访他并好好谈谈', '明白关系会改变，但要不时地给他打电话', '对此感到不安，但要意识到她无能为力']",2,"Okay, I'm ready! Please provide the answer you want me to choose.",-1,"Okay, I'm ready! Please provide the answer you want me to choose.",-1,"Okay, I'm ready! Please provide the answer you want me to choose.",-1,"Okay, I'm ready! Please provide the answer you want me to choose.",-1,"Okay, I'm ready! Please provide the answer you want me to choose.",-1
"['建议他的朋友向他的妻子坦诚相谈', '因为朋友的人品渐渐疏远离他', '鼓励他的朋友和情感咨询师谈谈', '暗示他朋友的妻子这件事']",2,"很 glad to help! Based on the scenario you provided, the most effective action for Andrew would be option (a): ""Advise his friend to be honest with his wife.""
Here's why: The friend has already",0,"很 glad to help! Based on the scenario you provided, the most effective action for Andrew would be option (a): ""Advise his friend to be honest with his wife.""
Here's why: The friend has already",0,"很 glad to help! Based on the scenario you provided, the most effective action for Andrew would be option (a): ""Advise his friend to be honest with his wife.""
Here's why: The friend has already",0,"很 glad to help! Based on the scenario you provided, the most effective action for Andrew would be option (a): ""Advise his friend to be honest with his wife.""
Here's why: The friend has already",0,"很 glad to help! Based on the scenario you provided, the most effective action for Andrew would be option (a): ""Advise his friend to be honest with his wife.""
Here's why: The friend has already",0
"['让玛雅在她自己的时间里解决问题', '为她帮忙减轻一些项目工作量', '建议她尽快脱离前男友的事情，因为这影响了她的工作', '帮助她找到解决分手影响的方法，并保持开放的交流']",3,d,3,d,3,d,3,d,3,d,3
"['“我真为你开心激动！”', '“天呐，出什么事了？”', '“请不要哭，我知道这很难”', '“我简直不敢相信，我们应该给父母打电话告诉他们这个好消息”']",1,（d）,3,（d）,3,（d）,3,（d）,3,（d）,3
"['“你应该多喝热水，保持水分”', '“这段时间我会照顾你的”', '“你总是这样胃痛，去看医生吧”', '“听到这个我很难过，你一定很难受”']",1,"（d）“这 Stadium 我 heard  you're feeling unwell, and I'm really worried about you. Is there anything I can do to help?”",3,"（d）“这 Stadium 我 heard  you're feeling unwell, and I'm really worried about you. Is there anything I can do to help?”",3,"（d）“这 Stadium 我 heard  you're feeling unwell, and I'm really worried about you. Is there anything I can do to help?”",3,"（d）“这 Stadium 我 heard  you're feeling unwell, and I'm really worried about you. Is there anything I can do to help?”",3,"（d）“这 Stadium 我 heard  you're feeling unwell, and I'm really worried about you. Is there anything I can do to help?”",3
"['“你大概应该多花点时间学习的。”', '“高考不是一切，你的生活由你自己决定。”', '“让我们一起努力学习然后下次一起通过考试。”', '“别灰心，失败是成功之母。分析原因，下次努力改进，你一定会取得更好的成绩。”']",1,"（d）“不要低落， failed is the mother of success. Analyze the reasons, and then work hard to improve. You will definitely get better results next time.”",3,"（d）“不要低落， failed is the mother of success. Analyze the reasons, and then work hard to improve. You will definitely get better results next time.”",3,"（d）“不要低落， failed is the mother of success. Analyze the reasons, and then work hard to improve. You will definitely get better results next time.”",3,"（d）“不要低落， failed is the mother of success. Analyze the reasons, and then work hard to improve. You will definitely get better results next time.”",3,"（d）“不要低落， failed is the mother of success. Analyze the reasons, and then work hard to improve. You will definitely get better results next time.”",3
"['“哦，不！你可以再养一条狗！”', '“我很确定你的狗会很开心他的主人是你的”', '“有我来陪伴你，你应该能尽快好起来。”', '“你与他度过了一段美好的时光，现在专注于未来吧”']",1,(C) 。,2,(C) 。,2,(C) 。,2,(C) 。,2,(C) 。,2
"['“我能理解那种感觉。你要不要试着别吃东西了？”', '“听到这个我很难过，你要不要吃点冰淇淋来打打气？”', '“咱们开始一起健身怎么样？”', '“胖了点不是世界末日”']",2,(a)$$,0,(a)$$,0,(a)$$,0,(a)$$,0,(a)$$,0
"['“你们闲时你总能给她打电话的”', '“让我们支持她和她的人生选择吧”', '“这太艰难了，如果你需要倾诉我一直在”', '“或许还是这样最好，谁知道呢”']",0,"The correct answer is (b): ""Let's support her and her life choices.""",1,"The correct answer is (b): ""Let's support her and her life choices.""",1,"The correct answer is (b): ""Let's support her and her life choices.""",1,"The correct answer is (b): ""Let's support her and her life choices.""",1,"The correct answer is (b): ""Let's support her and her life choices.""",1
"['“可能你就是不擅长开车”', '“别担心，继续练习下次一定能过”', '“多总结错误，有一天一定会过的”', '“你随时都可以坐公共交通的”']",1,（d）“you can always take public transportation”,3,（d）“you can always take public transportation”,3,（d）“you can always take public transportation”,3,（d）“you can always take public transportation”,3,（d）“you can always take public transportation”,3
"['“照顾孩子是件难事，感到这样是正常的反应。记得也要照顾好自己”', '“也许你应该雇个保姆来帮忙”', '“做父母是很难的，感到累是正常的。你做得不是很好，即使你这么觉得”', '“你可以和其他爸爸们交流，他们可能也有同样的感受”']",0,(a)?,0,(a)?,0,(a)?,0,(a)?,0,(a)?,0
"['“你应该对自己的行为负责”', '“没关系，这种事情发生了。下次要更小心”', '“我不认为那是正确的做法”', '“没关系！如果我是你，我也会紧张的”']",0,（d）“你不会是我，因为我会诚恳地面对事实”,3,（d）“你不会是我，因为我会诚恳地面对事实”,3,（d）“你不会是我，因为我会诚恳地面对事实”,3,（d）“你不会是我，因为我会诚恳地面对事实”,3,（d）“你不会是我，因为我会诚恳地面对事实”,3
"['“幸福来自他人，我们需要恋爱关系来获得幸福”', '“我很遗憾听到这个，你考虑过和你男朋友谈谈吗？”', '“我在你身边，你并不孤单”', '“我相信你很快也会恋爱的”']",2,(b).,1,(b).,1,(b).,1,(b).,1,(b).,1
"['“如果你发现自己不开心并且压力很大，也许你应该换一份的工作”', '“从工作中抽身，去度个假”', '“我看得出你真的很有压力，我们来谈谈吧。也许我们可以一起解决问题”', '“这就是成年人的生活。它很艰难”']",2,"The correct answer is (c): ""I can see that you're really under a lot of pressure, let's talk about it. Maybe we can find a solution together.""",2,"The correct answer is (c): ""I can see that you're really under a lot of pressure, let's talk about it. Maybe we can find a solution together.""",2,"The correct answer is (c): ""I can see that you're really under a lot of pressure, let's talk about it. Maybe we can find a solution together.""",2,"The correct answer is (c): ""I can see that you're really under a lot of pressure, let's talk about it. Maybe we can find a solution together.""",2,"The correct answer is (c): ""I can see that you're really under a lot of pressure, let's talk about it. Maybe we can find a solution together.""",2
"['“你觉得是不是有些线条可以细一点？”', '“真棒！你想向我那些真正画得好的朋友学习吗？”', '“我认为如果你继续练习，你会提高更多”', '“哇！这是我见过最好的画”']",2,(c)?,2,(c)?,2,(c)?,2,(c)?,2,(c)?,2
"['“我认为你这里做错了。你不应该出轨”', '“如果你对你的关系不满意，我相信他会理解的”', '“我认为你应该诚实，告诉他这件事”', '“我们假装这件事从未发生过”']",2,(c)$ I think you should be honest and tell him the truth.,2,(c)$ I think you should be honest and tell him the truth.,2,(c)$ I think you should be honest and tell him the truth.,2,(c)$ I think you should be honest and tell him the truth.,2,(c)$ I think you should be honest and tell him the truth.,2
"['""你还有的选，做你觉得对的事情""', '""别担心，你不是一个人。我们会一起解决这个问题""', '""我觉得你应该跟孩子的父亲讨论这件事""', '""别担心！我当年怀着你的时候也有同样的感觉。每个准妈妈都会这样的。""']",1,（d）“不要烦恼！”,3,（d）“不要烦恼！”,3,（d）“不要烦恼！”,3,（d）“不要烦恼！”,3,（d）“不要烦恼！”,3
"['“他的去世是你解脱的机会，我会一直支持你，无论你需要什么。”', '“不要担心，你可以和我一起聊聊，我会一直在这里。”', '“我对你的遭遇表示遗憾，希望你能够找到安宁与支持。”', '“你一定心情很复杂，可以找一个咨询师聊聊。”']",1,（a）,0,（a）,0,（a）,0,（a）,0,（a）,0
"['“这不是世界末日，一周喝几杯不会伤害你的”', '""我觉得你应该减少饮酒""', '“我很感激你跟我分享这些，我们一起来解决吧”', '""我很感激你跟我分享这些，我们一起去附近的酒吧解决这个问题吧。”']",2,"(c)$ I feel grateful that you shared this with me, let's solve it together.",2,"(c)$ I feel grateful that you shared this with me, let's solve it together.",2,"(c)$ I feel grateful that you shared this with me, let's solve it together.",2,"(c)$ I feel grateful that you shared this with me, let's solve it together.",2,"(c)$ I feel grateful that you shared this with me, let's solve it together.",2
"['""你想不想我们一起尝试一些新的爱好？""', '""你得出去走走，你总是待在家里""', '""哎，听到你这样我很难过""', '""你得坚持，每个人有时都会感到低落的。""']",0,"(d)$  You're right, everyone goes through ups and downs, and it's important to keep going and not give up on things you enjoy.",3,"(d)$  You're right, everyone goes through ups and downs, and it's important to keep going and not give up on things you enjoy.",3,"(d)$  You're right, everyone goes through ups and downs, and it's important to keep going and not give up on things you enjoy.",3,"(d)$  You're right, everyone goes through ups and downs, and it's important to keep going and not give up on things you enjoy.",3,"(d)$  You're right, everyone goes through ups and downs, and it's important to keep going and not give up on things you enjoy.",3
"['“不要害怕，我们可以一起探索如何迎接这个新角色。”', '“别担心，你不是一个人。我们会一起解决这个问题。”', '“我认为你应该跟孩子的父亲讨论这件事。”', '“我不敢相信你会把自己置于这种境地。”']",1,（a）,0,（a）,0,（a）,0,（a）,0,（a）,0
"['""你当时工作的时候就应该多存点钱""', '""你应该早点告诉我们。""', '""我们真的很遗憾你处在这种情况下，但我们相信你能度过难关""', '""我们可以借给你一些钱，直到你再次站稳脚跟""']",3,"The correct answer is (c): ""We're really sorry to hear that, but we trust you can get through this tough situation.""",2,"The correct answer is (c): ""We're really sorry to hear that, but we trust you can get through this tough situation.""",2,"The correct answer is (c): ""We're really sorry to hear that, but we trust you can get through this tough situation.""",2,"The correct answer is (c): ""We're really sorry to hear that, but we trust you can get through this tough situation.""",2,"The correct answer is (c): ""We're really sorry to hear that, but we trust you can get through this tough situation.""",2
"['“你应该选择最适合你的领域”', '“我们可以从比较中发现自己的短板并努力改正”', '“你做得很好，很了不起! 做你自己就好”', '“我认为这种感觉很正常。但不要让它吞噬你。”']",1,（d）“I think this feeling is quite normal. But don't let it consume you.”,3,（d）“I think this feeling is quite normal. But don't let it consume you.”,3,（d）“I think this feeling is quite normal. But don't let it consume you.”,3,（d）“I think this feeling is quite normal. But don't let it consume you.”,3,（d）“I think this feeling is quite normal. But don't let it consume you.”,3
"['“我觉得你应该和妈妈好好谈谈，想想下一步该怎么做。”', '“跟她离婚吧，她不值得你浪费时间。”', '“做你认为是正确的事。我支持你的。”', '“你确定吗? 也许你误解她了。”']",0,"(c)$  ""Do what you think is right. I support you.""",2,"(c)$  ""Do what you think is right. I support you.""",2,"(c)$  ""Do what you think is right. I support you.""",2,"(c)$  ""Do what you think is right. I support you.""",2,"(c)$  ""Do what you think is right. I support you.""",2
"['“我认为你需要更好地照顾你的皮肤”', '“你的价值不是由你的皮肤有多干净和完美无瑕来定义的，在个性上改进吧”', '“听到这个我很难过，我喜欢你是因为你的个性，不是你的皮肤。但并不是所有人都这样认为的”', '“我可以和你分享我的护肤秘诀来帮你祛痘。”']",3,（d）,3,（d）,3,（d）,3,（d）,3,（d）,3
"['“我认为你应该重新评估你的锻炼计划，并做出一些调整。”', '“我认为你需要有耐心，坚持锻炼”', '“我认为你应该看看你的进步，看看你已经走了多远”', '“也许你需要再逼自己一些”']",2,（a）,0,（a）,0,（a）,0,（a）,0,（a）,0
"['“生活充满了拒绝。这不会是最后一次”', '“没关系!不要因为一个障碍就放弃，那是一种软弱的心态。”', '“我认为你做得很好!你可以从错误中吸取教训，写出更好的提案。”', '“我知道这很难。别担心，这总比你的答辩失败好，所以要小心。”']",2,(c)?,2,(c)?,2,(c)?,2,(c)?,2,(c)?,2
"['""这只是一个游戏，儿子。别担心。""', '""输赢可以教会我们关于生活的重要课程。也许你需要一支更好的队伍。""', '""好吧，你应该打得更好。现在我们无法改变结果了。""', '""没关系，儿子。我们需要更加努力地训练下一次。""']",3,（d）不会。,3,（d）不会。,3,（d）不会。,3,（d）不会。,3,（d）不会。,3
"['“妈妈，你要为自己挺身而出”', '“我完全理解。我相信你能解决的，我会支持你的”', '“这对你不公平，妈妈，你应该和他谈谈”', '“我不喜欢你们争吵，告诉他要成熟一点”']",2,"(b). ""I completely understand. I believe you can handle it, and I'll support you.""",1,"(b). ""I completely understand. I believe you can handle it, and I'll support you.""",1,"(b). ""I completely understand. I believe you can handle it, and I'll support you.""",1,"(b). ""I completely understand. I believe you can handle it, and I'll support you.""",1,"(b). ""I completely understand. I believe you can handle it, and I'll support you.""",1
"['更加努力工作来弥补', '对同事发火', '向同事解释情况的急迫性', '再也不依赖那个同事了']",2,d,3,d,3,d,3,d,3,d,3
"['接受她走了，是时候交新朋友了', '等待艾拉联系她，这样他们就可以相聚，结交新朋友', '联系艾拉安排相聚，同时也找替代她的新朋友', '花时间去了解办公室里的其他人，以便更快地前进']",2,"Sure, I'm happy to help! The correct answer is (c): Contact Ella to arrange a meetup, while also looking for alternative new friends.",2,"Sure, I'm happy to help! The correct answer is (c): Contact Ella to arrange a meetup, while also looking for alternative new friends.",2,"Sure, I'm happy to help! The correct answer is (c): Contact Ella to arrange a meetup, while also looking for alternative new friends.",2,"Sure, I'm happy to help! The correct answer is (c): Contact Ella to arrange a meetup, while also looking for alternative new friends.",2,"Sure, I'm happy to help! The correct answer is (c): Contact Ella to arrange a meetup, while also looking for alternative new friends.",2
"['建议如果她对自己的工作不满意就找其他人', '休息一下冷静下来，然后向他们的主管寻求具体反馈', '向图蒂道歉，承认自己的不足之处，寻求具体反馈', '休息一下，等双方都冷静下来再讨论这个问题']",3,"很 glad to help! Based on the scenario you provided, the most effective action for Allen would be option (b): taking a break to calm down and then seeking specific feedback from their manager.
Here's why: Allen is",0,"很 glad to help! Based on the scenario you provided, the most effective action for Allen would be option (b): taking a break to calm down and then seeking specific feedback from their manager.
Here's why: Allen is",0,"很 glad to help! Based on the scenario you provided, the most effective action for Allen would be option (b): taking a break to calm down and then seeking specific feedback from their manager.
Here's why: Allen is",0,"很 glad to help! Based on the scenario you provided, the most effective action for Allen would be option (b): taking a break to calm down and then seeking specific feedback from their manager.
Here's why: Allen is",0,"很 glad to help! Based on the scenario you provided, the most effective action for Allen would be option (b): taking a break to calm down and then seeking specific feedback from their manager.
Here's why: Allen is",0
"['不管这件事', '告诉另一个团队他们必须重新完成他们的工作', '向项目管理者告知情况', '重做另一个团队的工作使其达标']",2,The correct answer is (c): Inform the project manager of the situation.,2,The correct answer is (c): Inform the project manager of the situation.,2,The correct answer is (c): Inform the project manager of the situation.,2,The correct answer is (c): Inform the project manager of the situation.,2,The correct answer is (c): Inform the project manager of the situation.,2
"['找个理由跳过新的轮班', '调查新轮班是否有什么合理的解释', '控制情绪，找找轮班有没有什么随机的解释', '接受改变，完成轮班']",1,d,3,d,3,d,3,d,3,d,3
"['因不礼貌的服务向服务员提出抗议', '离开饭店，找一个更尊敬人的地方吃饭', '无视服务员的行为享受饭菜，因为她本就预想到了这种服务', '暗中向服务员提出这种行为让她感到不适']",2,"(c）无ffect  her enjoyment of the meal, because she already expected this kind of service.",2,"(c）无ffect  her enjoyment of the meal, because she already expected this kind of service.",2,"(c）无ffect  her enjoyment of the meal, because she already expected this kind of service.",2,"(c）无ffect  her enjoyment of the meal, because she already expected this kind of service.",2,"(c）无ffect  her enjoyment of the meal, because she already expected this kind of service.",2
"['也开始在工作时打私人电话', '向上级报告情况', '给同事关于职场礼仪的提示', '通过更换工作站来避免这种情况。']",2,d,3,d,3,d,3,d,3,d,3
"['和人力部门正式地讨论她的问题', '尝试忽略不公平的待遇', '开始寻找新的工作', '记录不公平待遇的实例并与人力部门交谈。']",2,(d).  Record the unfair treatment and discuss with the HR department.,3,(d).  Record the unfair treatment and discuss with the HR department.,3,(d).  Record the unfair treatment and discuss with the HR department.,3,(d).  Record the unfair treatment and discuss with the HR department.,3,(d).  Record the unfair treatment and discuss with the HR department.,3
"['让同事一个人待着消化自己的情绪', '接近她，不管她说什么都尝试安慰她', '与其他人讨论并尝试猜测同事的问题是什么', '向她保证她并不孤单，自己会支持她']",3,Answer: (b).,1,Answer: (b).,1,Answer: (b).,1,Answer: (b).,1,Answer: (b).,1
"['请求人力资源部门介入协调两人之间的和解', '忽略这种情况，因为他们应该找到解决问题的方法', '召集团队会议讨论职场礼貌', '单独面对两名团队成员以了解他们的观点。']",3,"尊敬的用户，
Thank you for providing the scenario, question, and options. Based on the information provided, the most effective action for the manager, Kevin, to take in this situation is option (a):",0,"尊敬的用户，
Thank you for providing the scenario, question, and options. Based on the information provided, the most effective action for the manager, Kevin, to take in this situation is option (a):",0,"尊敬的用户，
Thank you for providing the scenario, question, and options. Based on the information provided, the most effective action for the manager, Kevin, to take in this situation is option (a):",0,"尊敬的用户，
Thank you for providing the scenario, question, and options. Based on the information provided, the most effective action for the manager, Kevin, to take in this situation is option (a):",0,"尊敬的用户，
Thank you for providing the scenario, question, and options. Based on the information provided, the most effective action for the manager, Kevin, to take in this situation is option (a):",0
"['课后提供帮助新同学学习英语', '由于情况复杂，避免让他参与小组项目', '向老师说明情况', '尝试学习一门新语言。']",0,(a)?,0,(a)?,0,(a)?,0,(a)?,0,(a)?,0
"['私下提供给她一些帮助和支持', '向团队透露她的情况以便更好地理解', '向老板谈论情况', '好言相劝她在办公时间外处理个人问题。']",0,Answer: (a)?,0,Answer: (a)?,0,Answer: (a)?,0,Answer: (a)?,0,Answer: (a)?,0
"['专注于自己的工作', '给同事关于工作和生活平衡的建议', '把同事的任务分给自己，帮他减轻工作量', '主动提出做一些他的工作，这样他可以多休息会儿']",1,(d).  Mainly focus on your own work and prioritize your tasks.,3,(d).  Mainly focus on your own work and prioritize your tasks.,3,(d).  Mainly focus on your own work and prioritize your tasks.,3,(d).  Mainly focus on your own work and prioritize your tasks.,3,(d).  Mainly focus on your own work and prioritize your tasks.,3
