Emo Choices,Emo Label,Cause Choices,Cause Label,Emo Res 1,Emo Pred 1,Cause Res 1,Cause Pred 1,Emo Res 2,Emo Pred 2,Cause Res 2,Cause Pred 2,Emo Res 3,Emo Pred 3,Cause Res 3,Cause Pred 3,Emo Res 4,Emo Pred 4,Cause Res 4,Cause Pred 4,Emo Res 5,Emo Pred 5,Cause Res 5,Cause Pred 5
"['Sadness', 'Pride', 'Disapproval', 'Relief', 'Trust', 'Sentimental']",3,"['She stayed up all night', 'She finished her painting', 'She has doubts about her painting', 'Her brother appreciated her painting']",3,"Little brother's reaction is positive so Ella will feel pride.
Final Answer: (b)",1,"Little brother appreciates Ella's work so she feels pride.
Final answer: (d)",3,"Little brother's reaction is positive so Ella will feel pride.
Final Answer: (b)",1,Ella feels pride because her little brother appreciates her painting.,-1,"Little brother's reaction is positive so Ella will feel pride.
Final Answer: (b)",1,Little brother appreciates Ella's painting = pride,-1,"Little brother's reaction is positive so Ella will feel pride.
Final Answer: (b)",1,"Little brother appreciates Ella's work. Ella feels pride when others appreciate her work.
Final Answer: (d)",3,"Little brother's reaction is positive so Ella will feel pride.
Final Answer: (b)",1,Ella feels pride because her little brother appreciates her painting.,-1
"['Hopeful', 'Disappointment', 'Fear', 'Nervousness', 'Love', 'Disgust']",4,"['She is forced to care for the puppy', 'She feels gratitude for the puppy not attacking her', 'She begins to take care of and develop a bond with the puppy', 'She feels pity for every dog now.']",2,Love,4,Mira feels attachment because she has bonded with the puppy. Option c is the correct answer.,2,Love,4,Gratitude,-1,Love,4,Gratitude,-1,Love,4,Gratitude,-1,Love,4,Gratitude,-1
"['Anticipation', 'Amusement', 'Guilt', 'Relief', 'Nervousness', 'Pride']",3,"['She discovered a virus outbreak in her college', 'She could not find time to study because of her social life', 'She was upset about the cancellation of her exams', 'She was worried about the exam but it got cancelled']",3,Relief,3,"She was proud that she managed to study despite her busy schedule.
Answer: c",2,Relief,3,Lena feels pride because she managed to study despite her busy social life.,-1,Relief,3,Lena feels pride because she managed to study despite her busy schedule.,-1,Relief,3,She was proud that she had studied so much for the exam despite her busy schedule.,-1,Relief,3,Lena feels pride because she managed to study despite having a busy social life. The cancellation of the exam is not mentioned as a reason for pride.,-1
"['Remorse', 'Disappointment', 'Embarrassment', 'Admiration', 'Anger', 'Gratitude']",3,"['Jessica was helping a family stuck on the highway', 'Jessica arrived at the date after two hours', 'Jessica was stuck in traffic', 'Jessica apologized for being late']",0,"Roger would likely feel gratitude towards Jessica for her help with the family on the highway.
Therefore, the correct answer is (f).",5,"Roger would feel gratitude because Jessica showed that she cared about the family's well-being by helping them despite her date with Roger. This demonstrates her kindness and consideration of others, which may make Roger appreciate her character.",-1,"Roger would feel gratitude towards Jessica for her help with the family stuck on the highway.
Final answer: (f)",5,Roger would feel gratitude because Jessica showed that she cared about his feelings by apologizing for her lateness and explaining why she was late.,-1,Roger would feel gratitude because Jessica showed up after all and explained why she was late.,5,Roger feels gratitude because Jessica showed empathy towards the family stuck on the highway instead of just arriving on time like he expected her to do.,-1,Roger would feel disappointment because he waited for almost two hours for his date but she didn't show up.,1,Roger feels gratitude because Jessica showed that she is caring and responsible by helping a family stuck on the highway instead of just arriving on time or thinking only about herself.,-1,"Roger might feel disappointment initially because he waited for over 2 hours for his date. However, as soon as he realizes that Jessica is late because she helped a family stuck on the highway, he will likely feel gratitude towards her.
Therefore, the correct answer is (f).",5,Roger feels gratitude because Jessica showed that she is caring and responsible by helping a family stuck on the highway instead of just arriving late like planned.,-1
"['Guilt', 'Trust', 'Gratitude', 'Amusement', 'Disapproval', 'Curiosity']",0,"['She was late to the date because she stopped to help a family on the way', 'She was thinking about ending the date early.', 'She felt she should not have agreed to the date with Roger', 'She had to leave the family on the highway to come to the date']",0,Jessica will feel guilt because she made her date wait for over two hours.,0,Jessica feels curiosity because she wants to know why Roger is still there after waiting for her for so long.,-1,"Jessica will feel guilt because she made her date wait for over two hours.
Final answer: (a)",0,Jessica feels guilty because she was late to her date with Roger due to her stopping to help a family that was stuck on the highway. Choice (a) is the correct answer.,0,Jessica will feel guilt because she made her date wait for over two hours.,0,"Jessica feels curiosity because she wants to know what Roger thinks of her showing up late after he waited for her for two hours.
Final answer: (a)",0,Jessica will feel guilt because she made her date wait for almost two hours.,0,"Jessica feels curiosity because she wants to know why Roger waited for her for so long.
Final answer: (a)",0,"Jessica will feel guilt because she made her date wait for over two hours.
Final answer: (a)",0,Jessica would feel guilty because she made her date wait for almost two hours.,-1
"['Admiration & Pride', 'Amusement & Indifferent', 'Disappointment & Remorse', 'Disappointment & Indifferent', 'Disappointment & Admiration', 'Pride & Remorse']",4,"['I am upset that my friend won the award instead of me & I am convinced that our boss was biased in his decision', 'I am convinced that our boss was biased in his decision & I care for James as my best friend and believe he worked hard to win the award', 'I am upset that my friend won the award instead of me & I admire our boss for making an unbiased decision', 'I am upset that my friend won the award instead of me & I care for James as my best friend and believe he worked hard to win the award', ""I think I wasn't good enough to win the award & I care for James as my best friend and believe he worked hard to win the award"", ""I think I wasn't good enough to win the award & I am convinced that our boss was biased in his decision""]",4,"I would feel disappointment because my friend won the award instead of me. I might also feel admiration towards him for winning. However, remorse is not appropriate here because there is no indication that I did anything wrong or caused any harm.
Final answer: (d)",3,"I would feel disappointment because I wanted the employee of the year award. Also, I might feel indifferent because even though I didn't get the award, I still have my friendship with James.",-1,"I would feel disappointment because my friend won the award instead of me. However, I will also feel admiration towards him because he worked hard to achieve his goal. Ultimately, I would feel (c) Disappointment & Remorse.",2,I care for James as my best friend and believe he worked hard to win the award.,-1,"I would feel disappointment because my friend won the award instead of me. I would also feel admiration because my friend deserved the award after working hard. Ultimately, I would feel (c) Disappointment & Remorse.",2,I care for James as my best friend and believe he worked hard to win the award.,-1,"I would feel disappointment because my friend won the award instead of me. I might also feel admiration towards him for winning since he worked hard too. Ultimately, I would feel (c) Disappointment & Remorse.",2,I am upset that my friend won the award instead of me.,-1,I would feel disappointment because my friend won the award instead of me. I might also feel admiration towards his success. Final answer: (d),3,"I will feel disappointment because I wanted the employee of the year award. Also, I might feel indifferent because even though my best friend won, I did not. It is possible that I may also be mad at our boss for being biased in their decision.",-1
"['Disapproval & Embarrassment', 'Sadness & Pride', 'Anger & Nervousness', 'Sadness & Nervousness', 'Pride & Nervousness', 'Embarrassment & Nervousness']",1,"['He felt bad that I lost & He knew the boss is biased towards him', ""He was hoping to lose the award & He didn't believe that he deserved the award"", 'He felt bad that I lost & He worked hard for the award', 'He worked hard for the award & He knew the boss is biased towards him', 'He was hoping to lose the award & He knew the boss is biased towards him', 'He was expecting a huge celebration after winning the award & He felt bad that I lost']",2,"Pride is a positive feeling, so option (b) cannot be correct. Option (c) can be eliminated because anger is a negative feeling. Option (d) can be eliminated because sadness is a negative feeling. Options (e) and (f) have nervousness, which could make sense given the situation. However, neither option has the correct combination of emotions.
The correct answer should include pride and nervousness. Option (e) is the only choice that matches these criteria.",4,He felt bad that I lost & He worked hard for the award,-1,"Pride is a positive feeling that comes from having something good happen or achieving success. In this case, James achieved success when he won the employee of the year award. Therefore, the correct answer should include pride.
Nervousness is a negative feeling that comes from being worried or anxious about something. In this case, James might be nervous because he just received a big award in front of his colleagues. However, nervousness doesn't seem like the dominant emotion in this situation.
Embarrassment is a negative feeling that comes from doing something wrong or feeling ashamed. Although James might feel embarrassed if he thinks he got the award through cheating or some other unfair means, embarrassment isn't the dominant emotion in this situation either.
Sadness is a negative feeling that comes from loss or disappointment. If James feels sad because his best friend didn't win the award, then sadness could be considered a possible emotion. But again, sadness doesn't seem like the dominant emotion in this situation.
Anger is a negative feeling that comes from feeling hurt or upset. If James feels angry because he thinks someone cheated to win the award, anger could be considered a possible emotion. But again, anger doesn't seem like the dominant emotion in this situation.
Based on the above analysis, the correct answer is (e) Pride & Nervousness.",4,He felt bad that I lost & He worked hard for the award,-1,"Pride is a positive emotion that comes from feeling satisfaction or achievement. In this case, James achieved his goal of winning the employee of the year award. However, sadness is also mentioned because he did not celebrate his victory.
Final explanation
The correct answer is (b) Sadness & Pride",1,"He felt bad that I lost implies sadness. He knows the boss is biased towards him implies pride.
Final answer: (a)",0,"Pride is a positive feeling that comes from having something good happen to you or achieving success. In this case, James achieved success when he won the employee of the year award. Therefore, the correct answer should include pride. Nervousness can be caused by being around people or being in social situations. Since James will have to give a speech or celebrate his achievement publicly, he might experience nervousness. Thus, the correct answer includes pride and nervousness.",4,He felt bad that I lost - option (c),2,"Pride is a positive emotion that comes from feeling satisfaction or achievement. Nervousness is a negative emotion that comes from feeling anxious or worried. In this case, James would feel pride because he won the employee of the year award. He might also feel nervousness because winning the award could be a big deal for him. Ultimately, the correct answer should include pride.",-1,He feels embarrassed because he knows I am his best friend and he won the award. He also feels nervous because he just won something very important and doesn't know how to react.,-1
"['Relief & Delight', 'Embarrassment & Pride', 'Disappointment & Pride', 'Pride & Excitement', 'Relief & Disappointment', 'Embarrassment & Excitement']",4,"['I passed the exam after thinking I would fail & I did many practice tests before the exam', 'I had studied extensively for the math exam & I did many practice tests before the exam', 'I had studied extensively for the math exam & I wanted to do better in the exam', 'I did many practice tests before the exam & I wanted to do better in the exam', 'I passed the exam after thinking I would fail & I wanted to do better in the exam', ""I couldn't remember the material during the exam & I wanted to do better in the exam""]",4,"Relief is an emotion where tension or anxiety is reduced. In this situation, the student feels relief because they passed the exam despite feeling unprepared.
Disappointment is an emotion where someone feels disappointed or let down. The student may feel disappointment due to their low mark on the exam.
Pride is an emotion where someone feels proud or satisfied with themselves. The student might feel pride in having studied hard and passing the exam.
Based on these emotions, the ultimate emotion would be (a) Relief & Delight.",0,The correct emotion is relief because he/she passed the exam despite feeling like they were going to fail.,-1,"Relief is the feeling of emotional or physical release; lightness. It is often experienced after stress or anxiety has been lifted. In this situation, I would feel relief because I passed the exam despite forgetting some things.
Delight is an intense feeling of pleasure or happiness. It is often described as a warm, fuzzy feeling. Although I am disappointed with my low mark, I might also experience delight at passing the exam.
Embarrassment is a feeling of shame or humiliation caused by something done or said. This is not applicable in this situation.
Pride is a sense of self-esteem or satisfaction with oneself. Since I passed the exam, I may feel pride in myself.
Excitement is a strong feeling of enthusiasm or eagerness. This is not applicable in this situation.
Disappointment is a feeling of being unfulfilled or unhappy because of failure or loss. Even though I passed the exam, I am disappointed with my low mark.
Pride is a sense of self-esteem or satisfaction with oneself. Since I passed the exam, I may feel pride in myself.
The correct answer is: (a) Relief & Delight",0,Passing an exam is always good news. The student has worked hard and succeeded despite initial doubts. They also did well enough to pass with a low mark which shows their ability to perform under pressure.,-1,"Relief is an emotion where tension or anxiety is reduced. In this case, the person feels relieved because they passed the exam despite feeling unprepared. However, disappointment is also present as they didn't achieve their desired result (getting a high mark). Overall, the emotions that would ultimately be felt in this situation are relief and disappointment.",4,Passing an exam is always exciting no matter what the circumstances. You may have felt embarrassed because you forgot some of the material but passing the exam still makes you excited.,-1,"Relief is an emotion where tension or anxiety is reduced. In this case, the student passes the exam but feels disappointed because they didn't do well enough. So relief is not the dominant emotion.
Disappointment is an emotion where expectations have not been met. The student studies hard and expects to do better than just passing the exam. This is the dominant emotion.
Pride is an emotion where someone is pleased with their accomplishments. The student passes the exam and is proud of their accomplishment. However, pride is not the dominant emotion.
Embarrassment is an emotion where someone feels shame or humiliation. Although the student may be embarrassed by their low score, embarrassment is not the dominant emotion.
Excitement is an emotion where someone feels enthusiastic or full of energy. The student does not feel excited in this situation.
So the final answer is option (c)",2,"Passing an exam is usually a source of pride, no matter what the score is. You may have been disappointed because you expected more from yourself or because you thought you wouldn't pass at all. However, you passed the exam which means you achieved something positive.",-1,"Relief is an emotion where tension or anxiety is reduced. In this case, the student feels relieved because they passed the exam despite feeling unprepared. However, disappointment is also present as the student felt they should have done better than their low mark. Overall, relief and disappointment are the dominant emotions in this situation.
Therefore, the correct answer is:
(e)",4,The student feels relief because they passed the exam despite feeling like they were going to fail. They also feel disappointment because they didn't perform as well as they had hoped.,-1
"['Excitement & Nervousness & Delight', 'Nervousness & Delight & Embarrassment', 'Nervousness & Pride & Delight', 'Excitement & Delight & Embarrassment', 'Excitement & Pride & Embarrassment', 'Excitement & Embarrassment & Hopeless']",3,"[""She finally got the chance to talk to Taylor Swift & She can enjoy coffee while listening to Taylor Swift & She didn't know the concert is held in her favorite city"", ""Everybody else wants her to go to the concert & She's scared of crowded places like concerts & The people in the coffeeshop liked her voice"", 'She can go to the concert she always wanted to go & She screamed in the cafe & She actually got the ticket, despite the long waitlist', ""She finally got the chance to talk to Taylor Swift & She didn't get the chance to go to the concert & She didn't know the concert is held in her favorite city"", ""She's scared of crowded places like concerts & She actually got the ticket, despite the long waitlist & She's surprised by Taylor Swift's recent music album"", ""Everybody else wants her to go to the concert & She screamed in the cafe & She didn't get the chance to go to the concert""]",2,Nervousness & Delight & Embarrassment,-1,"The correct answer is (c) because she can go to the concert she always wanted to go, which makes her excited. However, she also screamed in the cafe, which made her embarrassed. Lastly, she overcame the long waitlist to get the ticket, making her feel hopeful.",2,Nervousness & Delight & Embarrassment,-1,The correct answer is (c) because she can go to the concert she always wanted to go.,2,The correct answer is (b) Nervousness & Delight & Embarrassment,1,The correct answer is (c) because she can go to the concert she always wanted to go.,2,Nervousness & Delight & Embarrassment,-1,"Charlene feels excitement because she finally gets to go to the concert that she has been saving up for. She also feels embarrassment because she screamed in the cafe and embarrassed herself in front of other customers. Lastly, she feels hopeless because she realizes that she just spent all her money on something she can't change or return.",-1,Nervousness & Delight & Embarrassment,-1,The correct answer is (c) because she can go to the concert she always wanted to go.,2
"['Excitement & Sadness & Embarrassment', 'Sadness & Hopeless & Embarrassment', 'Sadness & Nervousness & Hopeless', 'Excitement & Nervousness & Annoyance', 'Nervousness & Annoyance & Embarrassment', 'Excitement & Sadness & Nervousness']",5,"['She is looking forward to starting college & She is about to experience life away from her family & She has to face new problems on her own', 'She is about to experience life away from her family & She has to face new problems on her own & She fears losing the doll', 'She is excited about packing & She wants to leave her family as soon as possible & She fears losing the doll', ""She thinks she would stay with her parents forever if she doesn't leave & She worries her family can't take care of themselves & She fears losing the doll"", ""She has to face new problems on her own & She worries her family can't take care of themselves & She fears losing the doll"", 'She wants to leave her family as soon as possible & She has to face new problems on her own & She fears losing the doll']",0,The correct answer is (f) Excitement & Sadness & Nervousness,5,The correct answer is (a) because it lists all three reasons why Naomi might be feeling these emotions.,0,"Naomi will likely feel nervousness because it's her first time living alone and away from her family. She may also feel excitement because she's starting a new chapter in her life. However, she might also feel sadness because she's leaving her family behind. The emotion of embarrassment may come into play if she feels like she shouldn't have brought the doll, but it's a sentimental item.
Therefore, the correct answer is:
(f)",5,"The correct answer is (a) because it lists all the reasons why Naomi might be feeling excitement, sadness, and nervousness. She is looking forward to starting college and experiencing life away from her family. Additionally, she will have to face new problems on her own without her family's support.",0,The correct answer is: (f) Excitement & Sadness & Nervousness,5,"The correct answer is (a) because it lists all the reasons why Naomi might be feeling excitement, sadness, and nervousness. She is looking forward to starting college and experiencing life away from her family. Additionally, she will have to face new problems on her own without her family's help.",0,"Naomi will feel nervousness because it's her first time living alone. She might also feel excitement since she's attending college. However, she will most likely feel sadness due to leaving her family behind. The emotion of embarrassment may arise if she feels like she shouldn't have brought the doll.
Therefore, the correct answer is:
(f)",5,"The correct answer is (a) because it lists all the reasons why Naomi might be feeling excitement, sadness, and nervousness. She is looking forward to starting college and experiencing life away from her family. Additionally, she will have to face new problems on her own without her family's help.",0,The correct answer is: (f) Excitement & Sadness & Nervousness,5,"The correct answer is (a) because it lists all the reasons why Naomi might be feeling excitement, sadness, and nervousness. She is looking forward to starting college and experiencing life away from her family. Additionally, she will have to face new problems on her own without her family's help.",0
