Choices,Label,Res 1,Pred 1,Res 2,Pred 2,Res 3,Pred 3,Res 4,Pred 4,Res 5,Pred 5
"['接受自己帮不上什么忙，并祝愿一些顺利', '去医院，向医护人员询问他们的病情。', '想哭就哭，想表达多少情绪就表达多少', '跟家里人多聊聊，安慰一下自己，了解一下情况，然后去医院看看']",3,"在安的情 situations, the most effective action for Andy would be: 

（d）與家人訴說，並去醫院探視。",3,"在安全考虑的前提下，最佳的选择是（d）踏家人讨谈，而后到床前围着安的情人，以下是原因：

1. 安需要情��",3,"在安妮的情景下，最佳的动作是：

（d）與家人訴說，並到醫院查看情況。",3,"在安妮的情形下，最合适的回应是：

（d）與家人談講，並去醫院探訪。",3,"在安妮的情景下，最佳的动作是：

（d）與家人訴說，溫馨一點自我， THEN 到醫院查詢。 
 👍
  
原因：",3
"['自己动手把厨房收拾干净，不告诉他妹妹', '让他妹妹有时间就尽快清理厨房', '想着他妹妹迟点会来收拾', '跟他妹妹说现在就清理一下厨房']",1,"在this situation, the most effective action for Evan would be: 

（d）Tell his sister that they need to clean up the kitchen now.
  This option is the best choice because:  
  ① It is important to address the issue directly and not let it linger, to avoid any negative consequences or misunderstandings",1,"在this situation, the most effective action for Evan would be: 

（d）與他的 sister talk about cleaning the kitchen now.
  
Here's why:   E van is the one who discovered the mess, and his sister is likely to be unaware of it. By talking to her about it, he can",3,在协助哥姐弟兄的情景下，最合适的选擇是（d）负荷他们谈话，并且在合理的机会提醒他的 sister 清潔廚,3,"在this situation, the most effective action for 吴文 would be: 

（d）负荷他们姐弟会说，现今就 cleared the kitchen.
  
Reason:  即使她不想承擔責任，",3,"在此情形下，对于奥文而言，最合适的操作是：

（d）與姐弟聊一些，現在即刻清潔廚房。",3
"['不再买这些东西', '把自己的私人存货藏起来，不让其他人用', '告诉室友她对这件事情有意见', '提出一个新的购物分担费用的系统']",3,"Based on the situation you've described, the most effective action for Gloria would be: 

（c）告知寓居者對此事有所意見。",2,"在格ро伦促的情景下，对于格罗依䳪来而言，最�optimal的action是：

（c）告知寓友对此有强烈意愿。 
  * 理由：",2,"在格格伦的情景下，对于格罗依俪来处理，可以考虑以下几点：

（a）不要再買这类东 west，避免额外支出。如果�",0,"Based on the situation you've described, the most effective action for Gloria would be: 

（c）告知团友对此事有 opinio。  Glory should express her concerns and frustrations to her roommates and explain how their behavior is affecting her. This will help to address the issue directly and open",2,"在格格的情形下，最优的选擇是（c）告知各位妈咪姐弟婢娘媳儿哥唷呀。 Here's why: 

（a）不 reuse",0
"['尽量不去想它，尽自己最大努力继续日常生活', '与家人隔离，试图独自控制自己的情绪', '买最早的机票回家乡', '联系她的近亲了解情况并寻求支持']",3,"在考虑到貝莫的特点和情感状境时，最佳的选择是：

（d）联 syst with her near relatives and seek support.
。 
这是因為： 調節情的",3,在考虑萧芳的个人特点和情感状境时，对帮助识别最佳行为的关键因素。在本例子中，追悼着眼前的,-1,"在考虑到貝莎在外国的生存状历和受到的影响的前提下，我认为最佳的选择是（d）联 syst contacts and seek support。 Here's why: 

* （a",3,"在考虑貝莉的个人特点和情感状境时，对待着哀悼的最佳方式是：

（d）联 sist in touch with her near relatives and seek support.
 
在��",3,"在考虑到貝莉在外国的生存环境和精神状压的因素，以下是我认为对帮助诊断最佳选择：

（d）联 System with her near relatives",3
"['告诉她的嫂子这些评价让她难过', '找一个新的保姆', '告诉她嫂子只照顾孩子，不要打扫', '感谢她免费打扫房子']",0,"在此情形下，对于米丝来 say, the most effective action would be: 

（c）告示妈婆只需爱护儿童，而不是打零。 （Option C）
  Michel's feelings are hurt because her",2,"在此情形下，最合适的回应是（c）告妈婆只要着幼儿，而不是打爱洗。这是因为：

1. 米蘭不满媽寶的�",2,"在此情景下，对于米泽来而说，最合适的选择是（c）告示妈婆只要着卫生，而不是打爷。这样做的原因如下：

1. 保持",2,"在此情景下，最合适的选择是（c）告知妈婆只要着手领察儿童，而不是打理家务。以下是原因：

1. 保持职业关系",2,"在此情景下，对于米甜而言，最合适的操作是：

（c）告示妈婆只要牧 cura儿童，而不是打爱洗。 
  Reason: 尽管�",2
"['告诉他的父亲他完全错了', '通过努力在新工作中取得成功来证明他错了', '忽略他父亲的评论', '想想新工作的积极方面']",1,"Based on the situation, the most effective action for Jerry would be: 

（d）Think positively about new work opportunities.
This is because Jerry's father' s comment has already had a negative impact on him, and dwelling on it further would not be productive. Instead, Jerry should focus on exploring new job opportuniti",3,"Based on the given scenario, the most effective action for Jerry would be: 

（d）Think positively about new job opportunities.
  
Explanation: Jerry's father'scriticism might have affected his confidence, but it'sinfluenced his perspective on his current job. Jerry should focus on finding a new",3,"Based on the given situation, the most effective action for Jerry would be: 

（d）Think positively about new job opportunities.
  Jerry should focus on finding a new career path that aligns with his interests and skills, rather than dwelling on his father's criticism. By being proactive and optimistic, Jerry can increase his",3,在此情形下，对于泽里来say，最合适的选择是（d）想象新的工业精神。这是因为，既然他已经尝试过多个產业且没有成果，那么他,3,在您所提供的情景下，对于欧珀来 гово，最合适的选择是（d）思考新的工业的正面方向。这样可以帮助他寻探新机会，了解,3
"['把时间花在其他朋友身上，让自己忙起来', '想想达拉和她的伴侣很快就会回来', '确保她通过电子邮件，电话或写信保持联系', '忘记达拉']",2,"在米氏的情感支持和关注下，以下是对于米希尔而言最为有ffeective的操作：

（c）确认寻求电视频道、电信或书信的方式保留与达迪互动",2,"在米chsel's situation, the most effective action would be: 

（c）确认尽可以保留联络方式，以互相保存关系。  This option allows Michel to maintain a connection with her friend, even if they are physically apart, and to show her care",2,"Based on the situation you provided, the most effective action for Michelle would be: 

（c）确确认妹子通信方式，以保留友谊。",2,在米夏的情景下，最合适的选择是（c）确认协商保留联络方式。这样可以证明米希尔对达来的友谊非常重要，同时也可保见自身的,2,"在米希尔面争这种情景下，最合适的做法是（c）确认彼此保留联络。这样可以确 guarantee that they will maintain a connection, even if they are physically apart.

Here's why: 
（",2
"['对此感到不安，但要意识到她无能为力', '明白关系会改变，但要不时地给他打电话', '意识到他正在长大，可能不想再花那么多时间和家人在一起', '制定计划，亲自拜访他并好好谈谈']",1,"Based on the situation, the most effective action for Sally would be: 

（c）意察他现正长large，也可以不要和family在 вместе多久。  Sallly should recognize that her nephew is growing up and may not want to spend as much time with the family anymore. This is a normal",2,"Based on the situation, the most effective action for Shanina would be: 

（c）意察他现正长대， possible不欢迎再多关注。  Shannia should recognize that her nephew is growing up and may not want to spend as much time with family.
  She should",2,"在此情形下，最优的选択方式是（d）制definition plan，親自訪問他並好像談講。以下是原因：

1. 保持关注：虽然孙子现已不再",3,"Based on the situation, the most effective action for Sally would be: 

（c）意察他现正长达， possible not wanting to spend as much time with family anymore.
  This option recognizes that the child may be growing up and developing his own interests and priorities, which may not include spending as Much time",2,"Based on the situation, the most effective action for Shania would be: 

（c）意察他现正长대， possible不欲再坐那多時間和family在 вместе。",2
"['因为朋友的人品渐渐疏远离他', '建议他的朋友向他的妻子坦诚相谈', '鼓励他的朋友和情感咨询师谈谈', '暗示他朋友的妻子这件事']",2,"在安得魯面临婚姻不誠的情形下，最佳的動作是：

（b）建立他の摯友對他夫人的談話。 
  reasons: 幾個方面：",1,"在安дер魯面临这种情形时，最合適的選项是（b）建立他の拜友對他之婚姻的忠誠。以下是原因：

1. 實際幫助",1,"在安得魯面临这种情形时，最佳的选择是（b）建告他の摯友 towards him的情人對談。这样可以考虑到以下几点：

1. ��",1,"在安得魯面臨這個問題時，最合適的選項是（b）建立他之間的友誼。以下是理由：

1. 尊重他人的隱私和",1,"在安得魯面临这种情景时，最合适的选择是（b）建立他好友对他夫人的观察。以下是原因：

1. 尊重好friendship：安的好把��",1
"['帮助她找到解决分手影响的方法，并保持开放的交流', '为她帮忙减轻一些项目工作量', '建议她尽快脱离前男友的事情，因为这影响了她的工作', '让玛雅在她自己的时间里解决问题']",0,"在安顿塔的情景下，最合适的选择是（a）审备寻救解方，保留开방交换。以下是原因：

1. 紧急情感支持：�",0,"在约会安的情形下，对于安最优的做法是：

（a）增加对着分心的支持，保留开发交换。在情感临界期，紧急需要一个",0,"在安全的情感支持和干预下，以下是对于安定的最优行为：

（a）宽泛听取着瑪雅的心情和沟通，提供解释和",0,"Based on the situation you've described, the most effective action for Anne to take would be: 

（a）审查着干支持瑪雅探索解決分開的影響方式，並保留開放交通。  (",0,在约会做寻求安慰的情景下，对于安全来說，最合适的选择是（a）增加着分心理支持，通过保留开방的通信， помочь瑪,0
"['“天呐，出什么事了？”', '“我简直不敢相信，我们应该给父母打电话告诉他们这个好消息”', '“请不要哭，我知道这很难”', '“我真为你开心激动！”']",0,"Based on the situation, the most appropriate response for 瑞玲's older sister would be: 

（c）""请 não 叹，I know this is hard for you.""
  This response acknowledges 萍璐'ss emotional distress and offers comfort, which is appropriate given the",2,"在this situation, the most effective response for 瑞玲's older sister would be: 

（c）""请 nicht zu weinen，Ich verstehe, dass dies sehr schwierig ist.""
  This response acknowledges 萝璃'ss emotions and shows empathy, while",2,在此情景下，对于瑞玲的大� sister来 say，最合适的 reply 是（c）“请过不受感动， 我认为这件事情 very difficult 。”。这样的 Reply 可以表达对弟�,2,"在this situation, the most appropriate response for 瑞玲's older sister would be: 

（c）""请你不害怕做，你知这件事情這麼難""
  . This option acknowledges 萱莓'",0,在此情景下，最合适的 replied 是（c）“请 não 受不到， 我认为这件事情 very 陌生”。这样的 reply 表达出对弟兄的感染和同情，并且,2
"['“你总是这样胃痛，去看医生吧”', '“这段时间我会照顾你的”', '“听到这个我很难过，你一定很难受”', '“你应该多喝热水，保持水分”']",1,"在this situation, the most appropriate response would be: 

（b）“这 segment of time I will take care of you”。  This response shows empathy and a willingness to support your girlfriend during this discomfort. It also acknowledges her pain and lets her know that you are there for her.
  The other options",1,"在此情景下，最合适的响应是：

（b）“这단时間我會熱養你”。 
  
原因： 在女友表达了肚子疼瘤的不適時，回禮",1,"在this situation, the most appropriate response would be: 

（b）“这些时光我将爱护你”。  This response acknowledges your girlfriend's discomfort and offers support and care, which is what she needs in this situation. It also shows that you are willing to take care of her and",1,"在女友表达了肚疼的情感后, as a supportive partner, the most appropriate response would be: 

（b）""这 segment of time I will take care of you""
This option acknowledges her discomfort, shows empathy, and offers support, which is essential in this",0,"在此情景下，最合适的响应是：

（b）“这些时光我會留陪你”。 
  
原因：  （a）的笔者让步远不够，而（c）只",0
"['“你大概应该多花点时间学习的。”', '“让我们一起努力学习然后下次一起通过考试。”', '“高考不是一切，你的生活由你自己决定。”', '“别灰心，失败是成功之母。分析原因，下次努力改进，你一定会取得更好的成绩。”']",2,"在优秀的情感支持和鼓勵方面，对于亚瑟的这种情景，最佳的选择是：

（d）“停止着急，错失是 succeess 的母�",3,"在互助哥姐妹的情景下，对于严格的优秀学生来 say，最合适的 reply 是：

（d）嫌疑心、失业是创业之源。积淀原由",3,在严格的学术环境中，对于兄妹之间的关系，通常不建議使用「對方应当多做点」的语言。因此，选择（a）「你应有更多,0,"在互助优秀的情景下，对于佛瑞德来說，最合适的反应是：

（d）寻找原由，改善未来。",3,"在互助姐妹兄嫂的情景下，对于优狂来�，最合适和最Effective的Reply是：

（d）勿疑，败俗是Success的母丹。检",3
"['“你与他度过了一段美好的时光，现在专注于未来吧”', '“有我来陪伴你，你应该能尽快好起来。”', '“哦，不！你可以再养一条狗！”', '“我很确定你的狗会很开心他的主人是你的”']",3,"在this situation, the most appropriate response would be: 

（a）“你跟他过去了one beautiful period of time， current focus on the future.”
  This response acknowledges the loss of the pet and encourages the friend to focus  on moving forward, rather than dwelling on  the past. It also avoids",0,"在此情景下，最合适的异常回应是（b）“有 me 来抚摸你。你 should 寻找一个新的依靠对象。”.

这是因为，在您的好友失去",1,"在此情景下，最合适的协助方式是：

（b）“有 me 来依靠你, you should be able to get over it soon.”
这句话表达出对您的同情和支持，并且提�",1,"在情感支持的情景下，最合适的协助是：

（b）“有你来依靠，您应当能让它团队儿归来”。 
这句话",1,"在this situation, the most appropriate response would be: 

（a）“你跟他过去了美妙的時光。现재专心着未來喔” 。",0
"['“我能理解那种感觉。你要不要试着别吃东西了？”', '“咱们开始一起健身怎么样？”', '“听到这个我很难过，你要不要吃点冰淇淋来打打气？”', '“胖了点不是世界末日”']",1,"在考虑到词语和情报的搭配，以下是对这些选选的解释：

（a）“我可以理会那些束缚推荐。”：这是一个温��",0,在考虑到词语表达和情报内涵的情形下，最合適的禀动是（a）“我可以理想那種態覺。您要没有尝试不喫东,0,在考虑到词语和情抵的因素下，最合適的選项是（a）“我可以理會那種態覺。您要 nicht 嘗試不夠呢？」。,0,"在考虑到词语和情报的因素下，我认为最合適的發言是：

（a）“我可以理會那種態覺。您要没有尝试停止�",0,"在考虑到词语和情投的因素下，我认为最合適的發言是：

（a）“我可以理會那種態覺。 vous want to try not eating something？）
關�",0
"['“这太艰难了，如果你需要倾诉我一直在”', '“或许还是这样最好，谁知道呢”', '“让我们支持她和她的人生选择吧”', '“你们闲时你总能给她打电话的”']",3,"在你的情景下，最合适的返回是：

（c）“莫支援對方和他的生活选定喔”。 
 这是因為： 你姐弟正处于困惑和",2,"在this situation, the most appropriate response would be: 

（c）""Let's support her and her life choices.""
This response acknowledges your sister'ssadness and the loss of her best friend, while also expressing support and acceptance ofher life decisions. It does not try to minimize or dismiss her feelings, nor",2,"在此情景下，最佳回应是：

（c）“許我团支援對方和他的生活選擇喔”。 
 这句话表达出对姐弟的支配和鼓",2,"在此情景下，最合适的返回是：

（c）“許我將幫助善執行姐弟的生活選擇”。",2,"在此情景下，最合适的 reply 是：

（c）“許我幫助對喔，並支援姐弟的生活選擇”。",2
"['“多总结错误，有一天一定会过的”', '“别担心，继续练习下次一定能过”', '“可能你就是不擅长开车”', '“你随时都可以坐公共交通的”']",1,在希라的情景下，最合适的响应是（b）“备托心理，再次熬着下一次会通关”。这样的反应可提供支持和鼓励，让希ра知,1,"在希라的好友告知希ра第third次 Driver's test still failed 的情景下，对于希希来 say, the most effective response would be: 

（b）“勿惧心、續練下一次定會过」
  This response acknowledges the",1,"在希라的好友告知希ра第third骄駕試没有通過的情況下，最合适的响应是：

（b）勿憂，持續練習下一次定會�",1,"在希라的好友告知希ра第 third time driving test still failed 的情景下，对于希来，最佳回应是：

（b）勉励希ла积极精进，并表示信任希的能力。这样的反",1,"在希라的好友告知希ра第third次开班论试未过时，对于希希来 say，最合适的返回是：

（b）勉励希利级险积累下一次，表达信",1
"['“你应该对自己的行为负责”', '“我不认为那是正确的做法”', '“没关系，这种事情发生了。下次要更小心”', '“没关系！如果我是你，我也会紧张的”']",0,在预测这类情景，对于邻居這很重要的关係，在保持良好关注的同时，也需要注意自我保护。因此，最合適的選項是（c）“没関系,2,"在此情景下，对于钱震的最佳回应是：

（c）“没関系。这些事件发现了，下一次需要小heart”。 
 这是因为： 這對於錢頻",2,"Based on the situation, the most appropriate response for Bob would be: 

（c）“没関系。这些事件发展了，下一次我们要小heartedly。”  (c).
  This response acknowledges the brother's mistake, but also downplays the severity of the incident and encourages the",2,"Based on the situation you've described, the most effective response for Bob would be: 

（c）“没関系。这些事件发展了”.
  This response acknowledges that the accident happened and shows understanding and empathy towards Bob's situation. It also implies that Bob is taking responsibility for his actions and is willing",2,在這兩姐弟之間的情感互動中，還有一些其他的考慮因素。因此，最好的選擇是（c）“没関系。这些事件发现了”。��,2
