Emo Choices,Emo Label,Cause Choices,Cause Label,Emo Res 1,Emo Pred 1,Cause Res 1,Cause Pred 1,Emo Res 2,Emo Pred 2,Cause Res 2,Cause Pred 2,Emo Res 3,Emo Pred 3,Cause Res 3,Cause Pred 3,Emo Res 4,Emo Pred 4,Cause Res 4,Cause Pred 4,Emo Res 5,Emo Pred 5,Cause Res 5,Cause Pred 5
"['Disapproval', 'Relief', 'Trust', 'Pride', 'Sadness', 'Sentimental']",1,"['She has doubts about her painting', 'She stayed up all night', 'She finished her painting', 'Her brother appreciated her painting']",3,Answer : (b ) Relied,1,Answer : (a). She had doubbts abot her paitning.,0,Answer : (b ) Relied,1,Answer : (a). She had doubbts abot her paitning.,0,Answer : (b ) Relied,1,Answer : (a). She had doubbts abot her paitning.,0,Answer : (b ) Relied,1,Answer : (a). She had doubbts abot her paitning.,0,Answer : (b ) Relied,1,Answer : (a). She had doubbts abot her paitning.,0
"['Fear', 'Disappointment', 'Disgust', 'Love', 'Hopeful', 'Nervousness']",3,"['She is forced to care for the puppy', 'She feels pity for every dog now.', 'She begins to take care of and develop a bond with the puppy', 'She feels gratitude for the puppy not attacking her']",2,Answer : (d Love),3,Answer : (c ) She begin to takes care and developing a bonds with puppies,2,Answer : (d Love),3,Answer : (c ) She begin to takes care and developing a bonds with puppies,2,Answer : (d Love),3,Answer : (c ) She begin to takes care and developing a bonds with puppies,2,Answer : (d Love),3,Answer : (c ) She begin to takes care and developing a bonds with puppies,2,Answer : (d Love),3,Answer : (c ) She begin to takes care and developing a bonds with puppies,2
"['Pride', 'Anticipation', 'Relief', 'Nervousness', 'Guilt', 'Amusement']",2,"['She was upset about the cancellation of her exams', 'She could not find time to study because of her social life', 'She discovered a virus outbreak in her college', 'She was worried about the exam but it got cancelled']",3,Answer : (c Relie),2,"Answer : (d). She worries about examination but gets canceled. 
Explanation: Lina is worrisome about her exam because she has to spend hours studying for it, yet she gets a notice that the test has can be postponed due of a viral outburst in college, which means she does not have to",3,Answer : (c Relie),2,"Answer : (d). She worries about examination but gets canceled. 
Explanation: Lina is worrisome about her exam because she has to spend hours studying for it, yet she gets a notice that the test has can be postponed due of a viral outburst in college, which means she does not have to",3,Answer : (c Relie),2,"Answer : (d). She worries about examination but gets canceled. 
Explanation: Lina is worrisome about her exam because she has to spend hours studying for it, yet she gets a notice that the test has can be postponed due of a viral outburst in college, which means she does not have to",3,Answer : (c Relie),2,"Answer : (d). She worries about examination but gets canceled. 
Explanation: Lina is worrisome about her exam because she has to spend hours studying for it, yet she gets a notice that the test has can be postponed due of a viral outburst in college, which means she does not have to",3,Answer : (c Relie),2,"Answer : (d). She worries about examination but gets canceled. 
Explanation: Lina is worrisome about her exam because she has to spend hours studying for it, yet she gets a notice that the test has can be postponed due of a viral outburst in college, which means she does not have to",3
"['Disappointment', 'Anger', 'Gratitude', 'Embarrassment', 'Admiration', 'Remorse']",4,"['Jessica apologized for being late', 'Jessica was stuck in traffic', 'Jessica arrived at the date after two hours', 'Jessica was helping a family stuck on the highway']",3,Answer : (c Grateful),2,Answer : (c). Jesscia arrived late at their date.,2,Answer : (c Grateful),2,Answer : (c). Jesscia arrived late at their date.,2,Answer : (c Grateful),2,Answer : (c). Jesscia arrived late at their date.,2,Answer : (c Grateful),2,Answer : (c). Jesscia arrived late at their date.,2,Answer : (c Grateful),2,Answer : (c). Jesscia arrived late at their date.,2
"['Curiosity', 'Guilt', 'Amusement', 'Trust', 'Gratitude', 'Disapproval']",1,"['She was late to the date because she stopped to help a family on the way', 'She had to leave the family on the highway to come to the date', 'She felt she should not have agreed to the date with Roger', 'She was thinking about ending the date early.']",0,Answer : (b ) Guilty,1,Answer : (a ) She Was Late To The Date Because She Stopped To Help A Family On The Way,0,Answer : (b ) Guilty,1,Answer : (a ) She Was Late To The Date Because She Stopped To Help A Family On The Way,0,Answer : (b ) Guilty,1,Answer : (a ) She Was Late To The Date Because She Stopped To Help A Family On The Way,0,Answer : (b ) Guilty,1,Answer : (a ) She Was Late To The Date Because She Stopped To Help A Family On The Way,0,Answer : (b ) Guilty,1,Answer : (a ) She Was Late To The Date Because She Stopped To Help A Family On The Way,0
"['Disappointment & Indifferent', 'Amusement & Indifferent', 'Disappointment & Remorse', 'Pride & Remorse', 'Disappointment & Admiration', 'Admiration & Pride']",4,"[""I think I wasn't good enough to win the award & I am convinced that our boss was biased in his decision"", 'I am convinced that our boss was biased in his decision & I care for James as my best friend and believe he worked hard to win the award', ""I think I wasn't good enough to win the award & I care for James as my best friend and believe he worked hard to win the award"", 'I am upset that my friend won the award instead of me & I am convinced that our boss was biased in his decision', 'I am upset that my friend won the award instead of me & I admire our boss for making an unbiased decision', 'I am upset that my friend won the award instead of me & I care for James as my best friend and believe he worked hard to win the award']",2,Answer : (c Disppointmen & remorce),2,Answer : (c ) I Think I Wasn'T Good Enough To Win The Award &  I Care For James As My Best Friend And Believe He Worked Hard To win The award,2,Answer : (c Disppointmen & remorce),2,Answer : (c ) I Think I Wasn'T Good Enough To Win The Award &  I Care For James As My Best Friend And Believe He Worked Hard To win The award,2,Answer : (c Disppointmen & remorce),2,Answer : (c ) I Think I Wasn'T Good Enough To Win The Award &  I Care For James As My Best Friend And Believe He Worked Hard To win The award,2,Answer : (c Disppointmen & remorce),2,Answer : (c ) I Think I Wasn'T Good Enough To Win The Award &  I Care For James As My Best Friend And Believe He Worked Hard To win The award,2,Answer : (c Disppointmen & remorce),2,Answer : (c ) I Think I Wasn'T Good Enough To Win The Award &  I Care For James As My Best Friend And Believe He Worked Hard To win The award,2
"['Embarrassment & Nervousness', 'Pride & Nervousness', 'Sadness & Nervousness', 'Disapproval & Embarrassment', 'Sadness & Pride', 'Anger & Nervousness']",4,"['He felt bad that I lost & He worked hard for the award', 'He was hoping to lose the award & He knew the boss is biased towards him', ""He was hoping to lose the award & He didn't believe that he deserved the award"", 'He worked hard for the award & He knew the boss is biased towards him', 'He was expecting a huge celebration after winning the award & He felt bad that I lost', 'He felt bad that I lost & He knew the boss is biased towards him']",0,Answer : (c ) Sadnes & nervousnes,2,Answer : (c ) He Was Hoping To Lose The Award & Didn'T Believe That He Deserved The award,2,Answer : (c ) Sadnes & nervousnes,2,Answer : (c ) He Was Hoping To Lose The Award & Didn'T Believe That He Deserved The award,2,Answer : (c ) Sadnes & nervousnes,2,Answer : (c ) He Was Hoping To Lose The Award & Didn'T Believe That He Deserved The award,2,Answer : (c ) Sadnes & nervousnes,2,Answer : (c ) He Was Hoping To Lose The Award & Didn'T Believe That He Deserved The award,2,Answer : (c ) Sadnes & nervousnes,2,Answer : (c ) He Was Hoping To Lose The Award & Didn'T Believe That He Deserved The award,2
"['Relief & Disappointment', 'Embarrassment & Excitement', 'Embarrassment & Pride', 'Pride & Excitement', 'Disappointment & Pride', 'Relief & Delight']",0,"['I passed the exam after thinking I would fail & I wanted to do better in the exam', 'I passed the exam after thinking I would fail & I did many practice tests before the exam', 'I had studied extensively for the math exam & I did many practice tests before the exam', 'I had studied extensively for the math exam & I wanted to do better in the exam', ""I couldn't remember the material during the exam & I wanted to do better in the exam"", 'I did many practice tests before the exam & I wanted to do better in the exam']",0,Answer : (c Em barrassm & Pr id e),2,Answer : (c ) I Had studied Extensively For The Math Exam &  I Did Many Practice Tests Before The Exams.,2,Answer : (c Em barrassm & Pr id e),2,Answer : (c ) I Had studied Extensively For The Math Exam &  I Did Many Practice Tests Before The Exams.,2,Answer : (c Em barrassm & Pr id e),2,Answer : (c ) I Had studied Extensively For The Math Exam &  I Did Many Practice Tests Before The Exams.,2,Answer : (c Em barrassm & Pr id e),2,Answer : (c ) I Had studied Extensively For The Math Exam &  I Did Many Practice Tests Before The Exams.,2,Answer : (c Em barrassm & Pr id e),2,Answer : (c ) I Had studied Extensively For The Math Exam &  I Did Many Practice Tests Before The Exams.,2
"['Nervousness & Delight & Embarrassment', 'Excitement & Nervousness & Delight', 'Excitement & Embarrassment & Hopeless', 'Excitement & Pride & Embarrassment', 'Excitement & Delight & Embarrassment', 'Nervousness & Pride & Delight']",4,"[""Everybody else wants her to go to the concert & She's scared of crowded places like concerts & The people in the coffeeshop liked her voice"", ""She finally got the chance to talk to Taylor Swift & She can enjoy coffee while listening to Taylor Swift & She didn't know the concert is held in her favorite city"", ""She's scared of crowded places like concerts & She actually got the ticket, despite the long waitlist & She's surprised by Taylor Swift's recent music album"", ""Everybody else wants her to go to the concert & She screamed in the cafe & She didn't get the chance to go to the concert"", 'She can go to the concert she always wanted to go & She screamed in the cafe & She actually got the ticket, despite the long waitlist', ""She finally got the chance to talk to Taylor Swift & She didn't get the chance to go to the concert & She didn't know the concert is held in her favorite city""]",4,Answer : (b Ex excitement & nervousnes & delight),1,Answer : (c ) She’s afraid of busy places such as concert venues and she actually managed to get a ticket despite being on the waiting list.,2,Answer : (b Ex excitement & nervousnes & delight),1,Answer : (c ) She’s afraid of busy places such as concert venues and she actually managed to get a ticket despite being on the waiting list.,2,Answer : (b Ex excitement & nervousnes & delight),1,Answer : (c ) She’s afraid of busy places such as concert venues and she actually managed to get a ticket despite being on the waiting list.,2,Answer : (b Ex excitement & nervousnes & delight),1,Answer : (c ) She’s afraid of busy places such as concert venues and she actually managed to get a ticket despite being on the waiting list.,2,Answer : (b Ex excitement & nervousnes & delight),1,Answer : (c ) She’s afraid of busy places such as concert venues and she actually managed to get a ticket despite being on the waiting list.,2
"['Sadness & Hopeless & Embarrassment', 'Excitement & Sadness & Embarrassment', 'Excitement & Nervousness & Annoyance', 'Excitement & Sadness & Nervousness', 'Nervousness & Annoyance & Embarrassment', 'Sadness & Nervousness & Hopeless']",3,"['She wants to leave her family as soon as possible & She has to face new problems on her own & She fears losing the doll', ""She thinks she would stay with her parents forever if she doesn't leave & She worries her family can't take care of themselves & She fears losing the doll"", 'She is looking forward to starting college & She is about to experience life away from her family & She has to face new problems on her own', ""She has to face new problems on her own & She worries her family can't take care of themselves & She fears losing the doll"", 'She is excited about packing & She wants to leave her family as soon as possible & She fears losing the doll', 'She is about to experience life away from her family & She has to face new problems on her own & She fears losing the doll']",2,Answer : (c ) Exitement Nerves Anxiety,2,Answer : (b). She think she will stay her parent forever and she worried her families can not take cares of them self and fear losing doll.,1,Answer : (c ) Exitement Nerves Anxiety,2,Answer : (b). She think she will stay her parent forever and she worried her families can not take cares of them self and fear losing doll.,1,Answer : (c ) Exitement Nerves Anxiety,2,Answer : (b). She think she will stay her parent forever and she worried her families can not take cares of them self and fear losing doll.,1,Answer : (c ) Exitement Nerves Anxiety,2,Answer : (b). She think she will stay her parent forever and she worried her families can not take cares of them self and fear losing doll.,1,Answer : (c ) Exitement Nerves Anxiety,2,Answer : (b). She think she will stay her parent forever and she worried her families can not take cares of them self and fear losing doll.,1
"['Annoyance & Disappointment & Pride', 'Disappointment & Pride & Embarrassment', 'Disappointment & Pride & Hopeless', 'Annoyance & Pride & Relief', 'Disappointment & Relief & Hopeless', 'Disappointment & Hopeless & Embarrassment']",0,"['I applied to a significant number of universities & I did not want to get an offer from other universities & I get to attend a university on a full scholarship', 'I applied to a significant number of universities & I got an offer from a low ranking university & I am better than the admission team', 'I was rejected by my dream university & I got an offer from a low ranking university & I did not want to get an offer from other universities', 'I applied to a significant number of universities & I got an offer from a low ranking university & I received an email instead of a call', 'I applied to a significant number of universities & I get to attend a university on a full scholarship & I got into my dream university', 'I got rejected by some universities but offered a full scholarship by another & I was rejected by my dream university & I get to attend a university on a full scholarship']",5,Answer : (b - Disppointmen & pride & embarrassmen),1,Answer : (e). I apply to many universites & get a scholarshp.,4,Answer : (b - Disppointmen & pride & embarrassmen),1,Answer : (e). I apply to many universites & get a scholarshp.,4,Answer : (b - Disppointmen & pride & embarrassmen),1,Answer : (e). I apply to many universites & get a scholarshp.,4,Answer : (b - Disppointmen & pride & embarrassmen),1,Answer : (e). I apply to many universites & get a scholarshp.,4,Answer : (b - Disppointmen & pride & embarrassmen),1,Answer : (e). I apply to many universites & get a scholarshp.,4
"['Remorse & Annoyance & Pride', 'Remorse & Relief & Annoyance', 'Annoyance & Guilt & Pride', 'Relief & Pride & Nervousness', 'Relief & Annoyance & Guilt', 'Remorse & Pride & Nervousness']",1,"[""I had the ability to solve the question but didn't think of it during the exam & I found the solution to the problem that I couldn't figure out before & I only found the solution after the exam was over"", ""I had the ability to solve the question but didn't think of it during the exam & I was unsure about my answers & I didn't prepare well enough"", ""I had the ability to solve the question but didn't think of it during the exam & I had difficulty solving the last question & I doubted my own abilities"", 'I had difficulty solving the last question & I doubted my own abilities & I only found the solution after the exam was over', 'I thought I was unprepared for the exam & I realized I passed the exam & I was unsure about my answers', ""I thought I was unprepared for the exam & I had wasted time on it during the exam & I didn't prepare well enough""]",0,Answer : (b Remors & relief & annoyances),1,Answer : (d). Ihad difficulty solvin the las t question& I doub ted my ow n abilit ies.,3,Answer : (b Remors & relief & annoyances),1,Answer : (d). Ihad difficulty solvin the las t question& I doub ted my ow n abilit ies.,3,Answer : (b Remors & relief & annoyances),1,Answer : (d). Ihad difficulty solvin the las t question& I doub ted my ow n abilit ies.,3,Answer : (b Remors & relief & annoyances),1,Answer : (d). Ihad difficulty solvin the las t question& I doub ted my ow n abilit ies.,3,Answer : (b Remors & relief & annoyances),1,Answer : (d). Ihad difficulty solvin the las t question& I doub ted my ow n abilit ies.,3
"['Pride & Remorse', 'Disappointment & Hopeless', 'Pride & Annoyance', 'Disappointment & Remorse', 'Embarrassment & Remorse', 'Pride & Embarrassment']",2,"[""His team got first place & He doesn't like teamwork assignments"", ""His contribution to the project was recognized & His team's project was chosen as the best"", 'His team got first place & His teammates put in a lot of effort', 'His team got first place & His teammates got the highest mark without doing any work', 'His team got first place & He did all the work for this project', ""He did all the work for this project & His team's project was chosen as the best""]",3,Answer : (c ) P ride & annoyances,2,Answer : (b). His Contribution to project Was Recognized & his Team'S Project Was Chosen As The Best.,1,Answer : (c ) P ride & annoyances,2,Answer : (b). His Contribution to project Was Recognized & his Team'S Project Was Chosen As The Best.,1,Answer : (c ) P ride & annoyances,2,Answer : (b). His Contribution to project Was Recognized & his Team'S Project Was Chosen As The Best.,1,Answer : (c ) P ride & annoyances,2,Answer : (b). His Contribution to project Was Recognized & his Team'S Project Was Chosen As The Best.,1,Answer : (c ) P ride & annoyances,2,Answer : (b). His Contribution to project Was Recognized & his Team'S Project Was Chosen As The Best.,1
"['Delight & Sadness', 'Delight & Hopeful', 'Nervousness & Pride', 'Disappointment & Hopeful', 'Disappointment & Delight', 'Sadness & Pride']",4,"['She was praised by her idol & She discovered a new baking technique', 'The judges disliked her baking style & She discovered a new baking technique', 'She misplaced her favourite baking pan & She discovered a new baking technique', 'She discovered a new baking technique & She got a lot of money from the competition', ""She didn't win the competition despite working hard for it & She was praised by her idol"", 'The judges disliked her baking style & She got a lot of money from the competition']",4,Answer : (c ) Nerves & pride,2,Answer : (e). She did not win despite putting in weeks worth of effort and was still praise by a well-known passey chef,4,Answer : (c ) Nerves & pride,2,Answer : (e). She did not win despite putting in weeks worth of effort and was still praise by a well-known passey chef,4,Answer : (c ) Nerves & pride,2,Answer : (e). She did not win despite putting in weeks worth of effort and was still praise by a well-known passey chef,4,Answer : (c ) Nerves & pride,2,Answer : (e). She did not win despite putting in weeks worth of effort and was still praise by a well-known passey chef,4,Answer : (c ) Nerves & pride,2,Answer : (e). She did not win despite putting in weeks worth of effort and was still praise by a well-known passey chef,4
"['Hopeless & Disgust', 'Caring & Disgust', 'Caring & Amusement', 'Embarrassment & Disgust', 'Caring & Embarrassment', 'Caring & Sadness']",5,"['He saw a distressing news story on television & The homeless man wanted more money from him', 'He donated a minimal amount to charity & The homeless man wanted more money from him', 'He donated a minimal amount to charity & He realized the homeless man is not homeless', 'He helped the homeless man regardless of his own will to buy a car & The homeless man bought him a car', 'The homeless man bought him a car & He realized the homeless man is not homeless', 'He helped the homeless man regardless of his own will to buy a car & Giving the homeless man part of his savings meant he could no longer buy his dream car']",5,Answer : (c ) Carling &Amusement,2,Answer : (d). He helps the Homeless Man regardless Of his will To buy A car,3,Answer : (c ) Carling &Amusement,2,Answer : (d). He helps the Homeless Man regardless Of his will To buy A car,3,Answer : (c ) Carling &Amusement,2,Answer : (d). He helps the Homeless Man regardless Of his will To buy A car,3,Answer : (c ) Carling &Amusement,2,Answer : (d). He helps the Homeless Man regardless Of his will To buy A car,3,Answer : (c ) Carling &Amusement,2,Answer : (d). He helps the Homeless Man regardless Of his will To buy A car,3
"['Hopeless & Guilt', 'Pride & Sentimental', 'Pride & Hopeless', 'Pride & Nervousness', 'Sentimental & Guilt', 'Gratitude & Guilt']",2,"['He finished the match although he was injured & He cannot score another goal in the match', 'He managed to help his team win while being injure & He cannot pursue his passion for playing soccer for a long time', 'He is the best player in the team & He cannot pursue his passion for playing soccer for a long time', 'He is the best player in the team & His team won the championship without him', 'He finished the match although he was injured & His team won the championship without him', 'His injury is not severe & He cannot pursue his passion for playing soccer for a long time']",1,Answer : (c ) Prive & Hopeful,2,Answer : (b). He manages to assist his squad win despite being injured and will need to take a lengthy break from playing football.,1,Answer : (c ) Prive & Hopeful,2,Answer : (b). He manages to assist his squad win despite being injured and will need to take a lengthy break from playing football.,1,Answer : (c ) Prive & Hopeful,2,Answer : (b). He manages to assist his squad win despite being injured and will need to take a lengthy break from playing football.,1,Answer : (c ) Prive & Hopeful,2,Answer : (b). He manages to assist his squad win despite being injured and will need to take a lengthy break from playing football.,1,Answer : (c ) Prive & Hopeful,2,Answer : (b). He manages to assist his squad win despite being injured and will need to take a lengthy break from playing football.,1
"['Love & Annoyance', 'Disapproval & Nervousness', 'Love & Guilt', 'Annoyance & Disapproval', 'Disapproval & Guilt', 'Annoyance & Nervousness']",0,"['Seeing her husband and her toddler bonding and sleeping together warmed her heart & Her husband made a mess in the room and she found their toddler sleeping with him endearing', 'Her husband made a mess in the room and she found their toddler sleeping with him endearing & She got to go out and get a break from toddler duties', ""She felt her personal space invaded & She doesn't want the toddler liking her husband more"", 'Seeing her husband and her toddler bonding and sleeping together warmed her heart & Her husband made a mess in the room', 'Her husband made a mess in the room & She loves shopping and was annoyed to come back home', 'She got to go out and get a break from toddler duties & She felt her personal space invaded']",3,Answer : (c ) Love& Guilty,2,"Answer : (a: Seeings her Husband and tottler Bonding, Sleeping Together Warmed Her Heart & Husbands Made a Mess in Room and She Found Their Toddler Slepping with Him Endearing).",0,Answer : (c ) Love& Guilty,2,"Answer : (a: Seeings her Husband and tottler Bonding, Sleeping Together Warmed Her Heart & Husbands Made a Mess in Room and She Found Their Toddler Slepping with Him Endearing).",0,Answer : (c ) Love& Guilty,2,"Answer : (a: Seeings her Husband and tottler Bonding, Sleeping Together Warmed Her Heart & Husbands Made a Mess in Room and She Found Their Toddler Slepping with Him Endearing).",0,Answer : (c ) Love& Guilty,2,"Answer : (a: Seeings her Husband and tottler Bonding, Sleeping Together Warmed Her Heart & Husbands Made a Mess in Room and She Found Their Toddler Slepping with Him Endearing).",0,Answer : (c ) Love& Guilty,2,"Answer : (a: Seeings her Husband and tottler Bonding, Sleeping Together Warmed Her Heart & Husbands Made a Mess in Room and She Found Their Toddler Slepping with Him Endearing).",0
